time_in_ms,raw_rotation_vel,pwm_model,pwm_real
12181.92,27925.3,172.4,-172.4
12193.92,27905.34,172.58,-172.58
12205.94,29539.34,172.76,-172.76
12217.95,27889.2,172.93,-172.93
12229.99,27841.22,173.11,-173.11
12242.0,27896.48,173.29,-173.29
12254.0,29558.12,173.47,-173.47
12266.01,27907.55,173.64,-173.64
12278.05,27840.58,173.82,-173.82
12290.1,29432.48,174.0,-174.0
12302.11,27906.92,174.18,-174.18
12314.12,27916.42,174.35,-174.35
12326.14,29497.82,174.53,-174.53
12338.18,27831.13,174.71,-174.71
12350.19,27907.55,174.89,-174.89
12362.24,29441.8,175.06,-175.06
12374.24,27924.66,175.24,-175.24
12386.28,27850.05,175.42,-175.42
12398.29,29528.25,175.6,-175.6
12410.31,27880.35,175.77,-175.77
12422.35,29478.49,175.95,-175.95
12434.37,27867.08,176.13,-176.13
12446.41,27844.06,176.31,-176.31
12458.42,29546.38,176.48,-176.48
12470.42,27915.79,176.66,-176.66
12482.43,29539.98,176.84,-176.84
12494.44,27915.79,177.01,-177.01
12506.46,27869.92,177.19,-177.19
12518.49,29500.16,177.37,-177.37
12530.49,27924.66,177.55,-177.55
12542.49,29558.12,177.72,-177.72
12554.52,27849.41,177.9,-177.9
12566.54,29518.88,178.08,-178.08
12578.57,27869.92,178.26,-178.26
12590.58,29537.63,178.43,-178.43
12602.61,27862.66,178.61,-178.61
12614.63,29506.54,178.79,-178.79
12626.64,27915.79,178.97,-178.97
12638.67,29478.49,179.14,-179.14
12650.7,29502.5,179.32,-179.32
12662.74,27840.58,179.5,-179.5
12674.76,29518.25,179.68,-179.68
12686.78,27879.41,179.85,-179.85
12698.79,29537.0,180.03,-180.03
12710.84,29451.12,180.21,-180.21
12722.86,27860.45,180.39,-180.39
12734.88,29537.0,180.56,-180.56
12746.89,29530.6,180.74,-180.74
12758.91,27875.92,180.92,-180.92
12770.92,29539.34,181.09,-181.09
12782.94,29539.98,181.27,-181.27
12794.97,27840.58,181.45,-181.45
12806.98,29539.34,181.63,-181.63
12818.98,29568.15,181.8,-181.8
12831.01,27867.72,181.98,-181.98
12843.05,29470.85,182.16,-182.16
12855.06,29537.0,182.34,-182.34
12867.08,27890.47,182.51,-182.51
12879.08,29546.38,182.69,-182.69
12891.09,29548.09,182.87,-182.87
12903.1,29558.75,183.05,-183.05
12915.13,27841.22,183.22,-183.22
12927.16,29488.47,183.4,-183.4
12939.18,29529.96,183.58,-183.58
12951.19,29538.71,183.75,-183.75
12963.23,29479.12,183.93,-183.93
12975.26,27841.22,184.11,-184.11
12987.28,29530.6,184.29,-184.29
12999.3,29518.25,184.46,-184.46
13011.31,29536.36,184.64,-184.64
13023.34,29499.53,184.82,-184.82
13035.34,29558.75,185.0,-185.0
13047.37,27870.56,185.17,-185.17
13059.38,29546.38,185.35,-185.35
13071.4,29510.59,185.53,-185.53
13083.4,29567.51,185.71,-185.71
13095.42,29525.91,185.88,-185.88
13107.43,29529.96,186.06,-186.06
13119.43,29568.15,186.24,-186.24
13131.43,29567.51,186.41,-186.41
13143.44,27906.92,186.59,-186.59
13155.47,29488.47,186.77,-186.77
13167.48,29539.34,186.95,-186.95
13179.5,29537.63,187.12,-187.12
13191.52,29520.59,187.3,-187.3
13203.54,29497.19,187.48,-187.48
13215.55,29558.75,187.66,-187.66
13227.55,29567.51,187.83,-187.83
13239.56,29539.34,188.01,-188.01
13251.57,29548.73,188.19,-188.19
13263.59,29506.54,188.37,-188.37
13275.61,29520.59,188.54,-188.54
13287.62,29538.27,188.72,-188.72
13299.64,29527.62,188.9,-188.9
13311.66,29520.59,189.07,-189.07
13323.66,29555.77,189.25,-189.25
13335.69,29499.53,189.43,-189.43
13347.7,29537.0,189.61,-189.61
13359.74,29490.17,189.78,-189.78
13371.75,29527.62,189.96,-189.96
13383.77,29521.86,190.14,-190.14
13395.79,29525.28,190.32,-190.32
13407.81,31160.84,190.49,-190.49
13419.86,29450.49,190.67,-190.67
13431.88,29497.19,190.85,-190.85
13443.91,29511.23,191.03,-191.03
13455.91,29567.51,191.2,-191.2
13467.92,29538.27,191.38,-191.38
13479.92,29567.51,191.56,-191.56
13491.95,29487.83,191.74,-191.74
13503.95,29567.51,191.91,-191.91
13515.96,29540.61,192.09,-192.09
13527.98,31159.57,192.27,-192.27
13540.01,29498.45,192.44,-192.44
13552.01,29567.51,192.62,-192.62
13564.03,29529.96,192.8,-192.8
13576.03,29566.24,192.98,-192.98
13588.03,29568.78,193.15,-193.15
13600.03,29567.51,193.33,-193.33
13612.05,31148.48,193.51,-193.51
13624.08,29498.45,193.69,-193.69
13636.11,29488.9,193.86,-193.86
13648.12,29546.38,194.04,-194.04
13660.12,29568.78,194.22,-194.22
13672.15,31141.07,194.39,-194.39
13684.18,29487.83,194.57,-194.57
13696.19,29539.34,194.75,-194.75
13708.2,29558.12,194.93,-194.93
13720.2,29546.38,195.1,-195.1
13732.22,31179.42,195.28,-195.28
13744.25,29488.9,195.46,-195.46
13756.25,29558.12,195.64,-195.64
13768.26,29548.73,195.81,-195.81
13780.27,31189.33,195.99,-195.99
13792.3,29490.17,196.17,-196.17
13804.3,29558.12,196.35,-196.35
13816.32,31180.63,196.52,-196.52
13828.32,29558.12,196.7,-196.7
13840.33,29545.3,196.88,-196.88
13852.34,29529.96,197.05,-197.05
13864.36,31169.46,197.23,-197.23
13876.36,29559.39,197.41,-197.41
13888.38,29537.0,197.59,-197.59
13900.4,31158.36,197.76,-197.76
13912.4,29567.51,197.94,-197.94
13924.41,29539.34,198.12,-198.12
13936.43,29518.25,198.3,-198.3
13948.44,31190.53,198.47,-198.47
13960.46,29506.54,198.65,-198.65
13972.46,31200.45,198.83,-198.83
13984.48,29539.34,199.0,-199.0
13996.48,29567.51,199.18,-199.18
14008.5,31147.28,199.36,-199.36
14020.53,29501.86,199.54,-199.54
14032.53,29558.12,199.71,-199.71
14044.54,31197.97,199.89,-199.89
14056.54,29558.12,200.07,-200.07
14068.59,31077.0,200.25,-200.25
14080.6,29537.0,200.42,-200.42
14092.62,29527.62,200.6,-200.6
14104.65,31138.6,200.78,-200.78
14116.68,29480.83,200.96,-200.96
14128.7,31157.16,201.13,-201.13
14140.74,29479.56,201.31,-201.31
14152.79,31095.49,201.49,-201.49
14164.81,29511.23,201.67,-201.67
14176.83,31158.36,201.84,-201.84
14188.83,29567.51,202.02,-202.02
14200.87,29469.15,202.2,-202.2
14212.9,31128.73,202.38,-202.38
14224.91,29548.73,202.55,-202.55
14236.93,31146.01,202.73,-202.73
14248.95,29529.96,202.91,-202.91
14260.95,31197.97,203.08,-203.08
14272.98,29503.13,203.26,-203.26
14284.98,31209.09,203.44,-203.44
14296.98,29568.78,203.62,-203.62
14309.0,31154.62,203.79,-203.79
14321.02,29511.23,203.97,-203.97
14333.04,31157.16,204.15,-204.15
14345.05,29558.12,204.33,-204.33
14357.08,31138.6,204.5,-204.5
14369.08,29558.12,204.68,-204.68
14381.08,31200.45,204.86,-204.86
14393.09,29548.73,205.03,-205.03
14405.11,31158.36,205.21,-205.21
14417.15,29478.49,205.39,-205.39
14429.19,31109.0,205.57,-205.57
14441.24,31084.38,205.74,-205.74
14453.28,29471.48,205.92,-205.92
14465.29,31176.95,206.1,-206.1
14477.32,29491.24,206.28,-206.28
14489.35,31127.53,206.46,-206.46
14501.38,31134.86,206.63,-206.63
14513.41,29491.44,206.81,-206.81
14525.42,31189.26,206.99,-206.99
14537.45,29499.53,207.16,-207.16
14549.47,31159.63,207.34,-207.34
14561.48,31178.15,207.52,-207.52
14573.51,29490.17,207.7,-207.7
14585.52,31190.53,207.87,-207.87
14597.54,31155.89,208.05,-208.05
14609.56,29511.23,208.23,-208.23
14621.59,31136.13,208.41,-208.41
14633.61,29520.59,208.58,-208.58
14645.64,31146.01,208.76,-208.76
14657.64,31200.45,208.94,-208.94
14669.66,29519.52,209.12,-209.12
14681.68,31166.99,209.29,-209.29
14693.68,31190.53,209.47,-209.47
14705.72,29490.17,209.65,-209.65
14717.72,31201.72,209.83,-209.83
14729.74,31166.99,210.0,-210.0
14741.75,29538.27,210.18,-210.18
14753.78,31127.46,210.36,-210.36
14765.78,31211.64,210.53,-210.53
14777.81,31127.46,210.71,-210.71
14789.83,29526.55,210.89,-210.89
14801.84,31189.26,211.07,-211.07
14813.88,31107.8,211.24,-211.24
14825.92,29471.48,211.42,-211.42
14837.92,31200.45,211.6,-211.6
14849.92,31210.36,211.78,-211.78
14861.94,31158.36,211.95,-211.95
14873.96,29518.25,212.13,-212.13
14885.97,31180.63,212.31,-212.31
14897.99,31168.25,212.49,-212.49
14910.01,31148.48,212.66,-212.66
14922.03,29518.25,212.84,-212.84
14934.04,31197.97,213.02,-213.02
14946.06,31160.84,213.2,-213.2
14958.1,31086.84,213.37,-213.37
14970.12,29537.0,213.55,-213.55
14982.13,31178.15,213.73,-213.73
14994.14,31190.53,213.9,-213.9
15006.14,31200.45,214.08,-214.08
15018.18,29480.83,214.26,-214.26
15030.18,31200.45,214.44,-214.44
15042.19,31188.06,214.61,-214.61
15054.2,31190.53,214.79,-214.79
15066.2,31189.33,214.97,-214.97
15078.23,31139.8,215.15,-215.15
15090.25,29526.55,215.32,-215.32
15102.26,31179.36,215.5,-215.5
15114.26,31201.72,215.68,-215.68
15126.3,31124.99,215.86,-215.86
15138.3,31190.53,216.03,-216.03
15150.32,29529.96,216.21,-216.21
15162.34,31159.63,216.39,-216.39
15174.34,31199.17,216.56,-216.56
15186.36,31178.15,216.74,-216.74
15198.36,31191.8,216.92,-216.92
15210.36,31209.09,217.1,-217.1
15222.4,31107.8,217.27,-217.27
15234.44,31107.73,217.45,-217.45
15246.46,29526.55,217.63,-217.63
15258.48,31149.68,217.81,-217.81
15270.51,31137.4,217.98,-217.98
15282.54,31124.99,218.16,-218.16
15294.55,31200.45,218.34,-218.34
15306.55,31201.72,218.52,-218.52
15318.56,31199.17,218.69,-218.69
15330.56,31201.72,218.87,-218.87
15342.56,31199.17,219.05,-219.05
15354.59,31138.6,219.22,-219.22
15366.61,29518.25,219.4,-219.4
15378.61,31211.64,219.58,-219.58
15390.65,31109.0,219.76,-219.76
15402.66,31199.17,219.93,-219.93
15414.66,31199.24,220.11,-220.11
15426.67,31176.88,220.29,-220.29
15438.67,31211.64,220.47,-220.47
15450.68,31200.45,220.64,-220.64
15462.68,31199.17,220.82,-220.82
15474.72,31107.8,221.0,-221.0
15486.72,31199.17,221.17,-221.17
15498.73,31191.8,221.35,-221.35
15510.74,31200.45,221.53,-221.53
15522.74,31209.09,221.71,-221.71
15534.74,31199.24,221.88,-221.88
15546.75,31179.36,222.06,-222.06
15558.76,31180.63,222.24,-222.24
15570.78,31181.9,222.41,-222.41
15582.8,31144.74,222.59,-222.59
15594.81,31191.8,222.77,-222.77
15606.84,31115.13,222.95,-222.95
15618.84,31210.36,223.12,-223.12
15630.86,31172.0,223.3,-223.3
15642.87,31186.79,223.48,-223.48
15654.9,31139.87,223.66,-223.66
15666.91,31166.99,223.83,-223.83
15678.94,31150.95,224.01,-224.01
15690.95,31176.95,224.19,-224.19
15702.98,31139.8,224.37,-224.37
15715.0,31157.16,224.54,-224.54
15727.01,31179.36,224.72,-224.72
15739.04,31138.6,224.9,-224.9
15751.04,31201.72,225.08,-225.08
15763.06,31166.99,225.25,-225.25
15775.09,32767.28,225.43,-225.43
15787.11,31159.63,225.61,-225.61
15799.11,31197.9,225.78,-225.78
15811.11,31211.64,225.96,-225.96
15823.12,31188.06,226.14,-226.14
15835.15,31129.92,226.32,-226.32
15847.16,31176.95,226.49,-226.49
15859.16,31210.36,226.67,-226.67
15871.2,31132.46,226.85,-226.85
15883.21,31174.41,227.03,-227.03
15895.22,31180.63,227.2,-227.2
15907.27,32723.19,227.38,-227.38
15919.27,31211.64,227.56,-227.56
15931.28,31187.99,227.74,-227.74
15943.31,31127.53,227.91,-227.91
15955.32,31180.63,228.09,-228.09
15967.33,31176.88,228.27,-228.27
15979.35,31162.1,228.44,-228.44
15991.4,32733.55,228.62,-228.62
16003.43,31116.4,228.8,-228.8
16015.45,31166.99,228.98,-228.98
16027.46,31188.06,229.15,-229.15
16039.47,31174.47,229.33,-229.33
16051.5,32782.87,229.51,-229.51
16063.5,31191.74,229.69,-229.69
16075.53,31148.48,229.86,-229.86
16087.54,31169.52,230.04,-230.04
16099.55,31196.7,230.22,-230.22
16111.59,31109.0,230.4,-230.4
16123.59,32840.16,230.57,-230.57
16135.62,31148.48,230.75,-230.75
16147.63,31169.52,230.93,-230.93
16159.66,31147.21,231.11,-231.11
16171.67,32814.1,231.28,-231.28
16183.68,31197.97,231.46,-231.46
16195.7,31159.63,231.64,-231.64
16207.72,31157.09,231.81,-231.81
16219.73,31183.1,231.99,-231.99
16231.75,32782.87,232.17,-232.17
16243.76,31193.01,232.35,-232.35
16255.79,31132.39,232.52,-232.52
16267.82,31144.81,232.7,-232.7
16279.82,32840.16,232.88,-232.88
16291.83,31188.06,233.06,-233.06
16303.84,31191.74,233.23,-233.23
16315.87,32751.71,233.41,-233.41
16327.9,31139.87,233.59,-233.59
16339.92,31158.36,233.77,-233.77
16351.96,31117.59,233.94,-233.94
16363.97,32819.31,234.12,-234.12
16376.0,31128.73,234.3,-234.3
16388.03,31149.75,234.48,-234.48
16400.07,32736.14,234.65,-234.65
16412.07,31196.7,234.83,-234.83
16424.1,31133.66,235.01,-235.01
16436.14,32746.51,235.19,-235.19
16448.16,31173.2,235.36,-235.36
16460.16,31206.61,235.54,-235.54
16472.21,32720.6,235.72,-235.72
16484.21,31194.28,235.9,-235.9
16496.24,31138.6,236.07,-236.07
16508.28,32741.33,236.25,-236.25
16520.31,31147.21,236.43,-236.43
16532.34,31118.86,236.61,-236.61
16544.36,32793.27,236.78,-236.78
16556.4,31115.2,236.96,-236.96
16568.4,32850.6,237.14,-237.14
16580.44,31112.66,237.32,-237.32
16592.48,31109.0,237.49,-237.49
16604.49,32834.95,237.67,-237.67
16616.49,31189.33,237.85,-237.85
16628.53,32738.79,238.03,-238.03
16640.56,31138.6,238.2,-238.2
16652.6,31115.2,238.38,-238.38
16664.62,32793.27,238.56,-238.56
16676.63,31197.97,238.73,-238.73
16688.67,32724.51,238.91,-238.91
16700.7,31143.54,239.09,-239.09
16712.72,31154.69,239.27,-239.27
16724.74,32807.62,239.44,-239.44
16736.77,31122.52,239.62,-239.62
16748.79,32788.07,239.8,-239.8
16760.82,31154.69,239.98,-239.98
16772.84,32798.48,240.15,-240.15
16784.87,31133.66,240.33,-240.33
16796.92,32705.06,240.51,-240.51
16808.93,31181.83,240.69,-240.69
16820.95,32803.68,240.86,-240.86
16832.97,31158.36,241.04,-241.04
16844.99,31149.75,241.22,-241.22
16857.02,32788.07,241.4,-241.4
16869.05,31127.46,241.57,-241.57
16881.07,32798.48,241.75,-241.75
16893.1,31123.79,241.93,-241.93
16905.13,32777.67,242.11,-242.11
16917.17,32746.51,242.28,-242.28
16929.2,31138.6,242.46,-242.46
16941.25,32699.89,242.64,-242.64
16953.26,31186.79,242.82,-242.82
16965.29,32788.07,242.99,-242.99
16977.29,31194.28,243.17,-243.17
16989.31,32808.89,243.35,-243.35
17001.34,31126.19,243.53,-243.53
17013.38,32741.33,243.7,-243.7
17025.39,31204.2,243.88,-243.88
17037.39,32850.6,244.06,-244.06
17049.4,31183.1,244.24,-244.24
17061.41,32808.89,244.41,-244.41
17073.41,32850.6,244.59,-244.59
17085.45,31117.59,244.77,-244.77
17097.46,32829.73,244.95,-244.95
17109.47,31168.25,245.12,-245.12
17121.49,32803.68,245.3,-245.3
17133.54,32730.96,245.48,-245.48
17145.55,31189.33,245.66,-245.66
17157.58,32743.98,245.83,-245.83
17169.64,32710.24,246.01,-246.01
17181.66,31138.6,246.19,-246.19
17193.68,32808.89,246.37,-246.37
17205.7,32808.89,246.54,-246.54
17217.73,31130.0,246.72,-246.72
17229.76,32777.67,246.9,-246.9
17241.79,32762.09,247.08,-247.08
17253.83,31121.26,247.25,-247.25
17265.85,32793.27,247.43,-247.43
17277.89,32725.78,247.61,-247.61
17289.93,31125.06,247.79,-247.79
17301.96,32767.28,247.96,-247.96
17313.96,32845.38,248.14,-248.14
17325.98,31166.99,248.32,-248.32
17338.01,32750.44,248.5,-248.5
17350.05,32756.89,248.67,-248.67
17362.08,32767.28,248.85,-248.85
17374.11,31125.06,249.03,-249.03
17386.14,32781.6,249.21,-249.21
17398.14,32851.87,249.38,-249.38
17410.19,32729.69,249.56,-249.56
17422.19,31191.74,249.74,-249.74
17434.2,32841.43,249.92,-249.92
17446.23,32755.63,250.09,-250.09
17458.24,32846.66,250.27,-250.27
17470.27,31112.66,250.45,-250.45
17482.28,32831.0,250.62,-250.62
17494.31,32781.6,250.8,-250.8
17506.31,32851.87,250.98,-250.98
17518.35,32740.06,251.16,-251.16
17530.39,32747.78,251.33,-251.33
17542.41,31166.99,251.51,-251.51
17554.41,32844.11,251.69,-251.69
17566.42,32820.58,251.87,-251.87
17578.46,32750.44,252.04,-252.04
17590.47,32833.68,252.22,-252.22
17602.47,32841.43,252.4,-252.4
17614.51,32740.06,252.58,-252.58
17626.51,32846.66,252.75,-252.75
17638.52,32838.89,252.93,-252.93
17650.55,32763.36,253.11,-253.11
17662.56,32828.46,253.29,-253.29
17674.6,32742.6,253.46,-253.46
17686.62,32807.62,253.64,-253.64
17698.63,32815.37,253.82,-253.82
17710.64,34470.14,253.99,-253.99
17722.68,32750.44,254.17,-254.17
17734.71,32784.14,254.35,-254.35
17746.71,32838.89,254.53,-254.53
17758.75,34382.76,254.7,-254.7
17770.78,32763.36,254.88,-254.88
17782.81,32786.8,255.06,-255.0
17794.86,34344.67,255.24,-255.0
17806.87,32836.22,255.41,-255.0
17818.87,32838.89,255.59,-255.0
17830.89,34456.26,255.77,-255.0
17842.91,32797.21,255.95,-255.0
17854.91,34481.09,256.12,-255.0
17866.91,32846.66,256.3,-255.0
17878.93,34442.79,256.48,-255.0
17890.95,32802.41,256.66,-255.0
17902.98,34418.01,256.83,-255.0
17914.98,32838.89,257.01,-255.0
17927.0,34442.79,257.19,-255.0
17939.05,34358.08,257.37,-255.0
17951.08,32768.55,257.54,-255.0
17963.09,34453.72,257.72,-255.0
17975.1,32844.11,257.9,-255.0
17987.13,34393.66,258.08,-255.0
17999.16,34428.93,258.25,-255.0
18011.17,32818.04,258.43,-255.0
18023.19,34426.39,258.61,-255.0
18035.19,34492.05,258.78,-255.0
18047.23,32768.55,258.96,-255.0
18059.24,34456.26,259.14,-255.0
18071.25,32828.46,259.32,-255.0
18083.29,34390.75,259.49,-255.0
18095.31,34437.32,259.67,-255.0
18107.31,32844.11,259.85,-255.0
18119.33,34426.39,260.03,-255.0
18131.35,34450.79,260.2,-255.0
18143.37,32797.21,260.38,-255.0
18155.39,34437.32,260.56,-255.0
18167.41,34439.86,260.74,-255.0
18179.43,32797.21,260.91,-255.0
18191.45,34450.79,261.09,-255.0
18203.5,34350.11,261.27,-255.0
18215.52,32794.54,261.45,-255.0
18227.54,34442.79,261.62,-255.0
18239.56,34426.39,261.8,-255.0
18251.58,32807.62,261.98,-255.0
18263.58,34489.12,262.16,-255.0
18275.6,34431.86,262.33,-255.0
18287.63,32776.4,262.51,-255.0
18299.64,34478.16,262.69,-255.0
18311.64,34492.05,262.86,-255.0
18323.66,32789.34,263.04,-255.0
18335.67,34459.19,263.22,-255.0
18347.7,34426.39,263.4,-255.0
18359.71,32810.16,263.57,-255.0
18371.74,34431.86,263.75,-255.0
18383.75,34459.19,263.93,-255.0
18395.77,32792.0,264.11,-255.0
18407.79,34456.26,264.28,-255.0
18419.81,34439.86,264.46,-255.0
18431.82,32807.62,264.64,-255.0
18443.84,34453.72,264.82,-255.0
18455.86,34431.86,264.99,-255.0
18467.86,32841.43,265.17,-255.0
18479.88,34442.79,265.35,-255.0
18491.9,34448.25,265.52,-255.0
18503.9,32846.66,265.7,-255.0
18515.91,34472.68,265.88,-255.0
18527.93,34420.94,266.06,-255.0
18539.97,32755.63,266.23,-255.0
18551.99,34434.39,266.41,-255.0
18564.02,34420.94,266.59,-255.0
18576.02,32849.33,266.77,-255.0
18588.05,34410.02,266.94,-255.0
18600.07,34450.79,267.12,-255.0
18612.1,34401.65,267.3,-255.0
18624.13,32763.47,267.48,-255.0
18636.15,34445.33,267.65,-255.0
18648.18,34410.02,267.83,-255.0
18660.21,32758.16,268.01,-255.0
18672.23,34437.32,268.19,-255.0
18684.26,34420.94,268.36,-255.0
18696.27,32836.22,268.54,-255.0
18708.3,34393.66,268.72,-255.0
18720.32,34437.32,268.9,-255.0
18732.33,34489.12,269.07,-255.0
18744.37,32742.6,269.25,-255.0
18756.38,34459.19,269.43,-255.0
18768.4,34426.39,269.61,-255.0
18780.41,32844.11,269.78,-255.0
18792.44,34401.65,269.96,-255.0
18804.46,34437.32,270.14,-255.0
18816.47,32833.68,270.31,-255.0
18828.47,34492.05,270.49,-255.0
18840.47,34478.16,270.67,-255.0
18852.48,32841.43,270.85,-255.0
18864.5,34442.79,271.02,-255.0
18876.52,34420.94,271.2,-255.0
18888.56,34393.66,271.38,-255.0
18900.57,32831.0,271.56,-255.0
18912.58,34464.66,271.73,-255.0
18924.58,34470.14,271.91,-255.0
18936.62,32763.36,272.09,-255.0
18948.64,34445.33,272.27,-255.0
18960.64,34492.05,272.44,-255.0
18972.68,32740.06,272.62,-255.0
18984.69,34467.2,272.8,-255.0
18996.7,34470.14,272.97,-255.0
19008.72,32786.8,273.15,-255.0
19020.75,34420.94,273.33,-255.0
19032.75,34494.59,273.51,-255.0
19044.75,32844.11,273.68,-255.0
19056.79,34390.75,273.86,-255.0
19068.82,34404.56,274.04,-255.0
19080.82,32851.87,274.22,-255.0
19092.86,34388.21,274.39,-255.0
19104.88,34442.79,274.57,-255.0
19116.91,34393.66,274.75,-255.0
19128.93,32815.37,274.93,-255.0
19140.95,34442.79,275.1,-255.0
19152.97,34418.01,275.28,-255.0
19164.99,32797.21,275.46,-255.0
19177.01,34442.79,275.64,-255.0
19189.03,34445.33,275.81,-255.0
19201.04,32828.46,275.99,-255.0
19213.05,34475.62,276.17,-255.0
19225.06,34450.79,276.34,-255.0
19237.1,32750.44,276.52,-255.0
19249.11,34475.62,276.7,-255.0
19261.13,34418.01,276.88,-255.0
19273.13,32849.33,277.05,-255.0
19285.17,34396.2,277.23,-255.0
19297.19,34437.32,277.41,-255.0
19309.19,34481.09,277.59,-255.0
19321.22,32778.94,277.76,-255.0
19333.25,34431.86,277.94,-255.0
19345.26,34453.72,278.12,-255.0
19357.27,32818.04,278.3,-255.0
19369.3,34412.55,278.47,-255.0
19381.33,34407.1,278.65,-255.0
19393.35,32812.83,278.83,-255.0
19405.37,34437.32,279.01,-255.0
19417.4,34399.11,279.18,-255.0
19429.42,34434.39,279.36,-255.0
19441.43,32828.46,279.54,-255.0
19453.46,34415.48,279.72,-255.0
19465.49,34399.11,279.89,-255.0
19477.51,32794.54,280.07,-255.0
19489.54,34428.93,280.25,-255.0
19501.57,34404.56,280.43,-255.0
19513.58,32825.79,280.6,-255.0
19525.58,34481.09,280.78,-255.0
19537.61,34410.02,280.96,-255.0
19549.62,34486.57,281.13,-255.0
19561.63,32810.16,281.31,-255.0
19573.66,34415.48,281.49,-255.0
19585.69,34407.1,281.67,-255.0
19597.7,32828.46,281.84,-255.0
19609.73,34404.56,282.02,-255.0
19621.75,34434.39,282.2,-255.0
19633.76,32833.68,282.38,-255.0
19645.79,34426.39,282.55,-255.0
19657.82,34404.56,282.73,-255.0
19669.83,34478.16,282.91,-255.0
19681.84,32812.83,283.09,-255.0
19693.86,34439.86,283.26,-255.0
19705.89,34399.11,283.44,-255.0
19717.91,32820.58,283.62,-255.0
19729.94,34399.11,283.8,-255.0
19741.97,34415.48,283.97,-255.0
19753.97,32836.22,284.15,-255.0
19765.99,34448.25,284.33,-255.0
19778.02,34410.02,284.51,-255.0
19790.05,34407.1,284.68,-255.0
19802.07,32812.83,284.86,-255.0
19814.09,34412.55,285.04,-255.0
19826.11,34459.19,285.21,-255.0
19838.13,32781.6,285.39,-255.0
19850.15,34459.19,285.57,-255.0
19862.18,34401.65,285.75,-255.0
19874.19,34448.25,285.92,-255.0
19886.21,32812.83,286.1,-255.0
19898.23,34439.86,286.28,-255.0
19910.26,34399.11,286.46,-255.0
19922.27,32825.79,286.63,-255.0
19934.31,34393.66,286.81,-255.0
19946.31,34481.09,286.99,-255.0
19958.34,34420.94,287.17,-255.0
19970.35,32815.37,287.34,-255.0
19982.39,34393.66,287.52,-255.0
19994.42,34401.65,287.7,-255.0
20006.43,32818.04,287.88,-255.0
