time_in_ms,raw_err,err,raw_err_vel,err_vel,raw_inner_err,inner_err,raw_inner_err_vel,inner_err_vel,pwm_model,pwm_real
9641.75,13.03,8.84,61.53,25.31,-33.87,-38.79,758.59,198.8,5.77,120.41
9653.77,4.72,8.22,-51.27,17.66,-4.53,-16.52,1851.7,1107.9,-1.06,0.00
9665.81,0.57,7.07,-95.29,6.36,30.15,13.81,2520.31,1884.73,-15.55,-125.69
9677.83,5.42,6.82,-20.64,3.66,33.64,26.7,1071.87,1437.65,-14.83,-125.31
9689.83,8.88,7.13,25.67,5.86,30.45,29.14,203.3,758.76,-10.60,-123.02
9701.84,13.03,8.02,73.69,12.64,1.13,10.93,-1516.69,-492.74,2.41,0.00
9713.86,22.02,10.12,174.83,28.86,-21.81,-10.35,-1770.97,-1195.76,10.16,122.78
9725.87,21.33,11.8,140,39.98,-38.31,-28.53,-1512.39,-1369.91,14.70,125.24
9737.88,13.03,11.98,15.36,37.51,-36.44,-33.67,-428.53,-852.15,12.08,123.82
9749.88,13.03,12.14,13.05,35.07,-14.78,-21.39,1022.31,178.8,3.15,0.00
9761.88,21.33,13.52,114.9,43.05,-27.18,-25.15,-313.35,-91.88,5.26,120.14
9773.92,22.02,14.8,106,49.35,-37.56,-33.22,-669.82,-409.75,8.94,122.13
9785.94,22.02,15.88,90.22,53.43,-25.4,-28.14,422.55,48.01,-0.09,0.00
9797.97,17.18,16.08,16.23,49.71,-22.31,-24.35,315.13,194.92,0.73,0.00
9809.99,17.87,16.34,22.44,46.99,-20.44,-21.81,211.2,203.88,2.50,0.00
9822.0,13.03,15.85,-41.42,38.14,-10.01,-14.14,638.71,443.04,-1.87,0.00
9834.01,17.18,16.05,16.65,35.99,-8.5,-10.47,305.05,367.14,4.44,0.00
9846.04,17.18,16.22,14.14,33.81,-6.86,-8.12,195.43,272.7,-1.80,0.00
9858.06,17.87,16.47,20.65,32.49,-6.34,-6.96,96.57,175.83,-2.28,0.00
9870.1,17.18,16.57,8.92,30.14,-4.32,-5.25,142.61,157.56,-3.80,0.00
9882.12,17.87,16.77,16.22,28.74,-3.55,-4.15,91.46,121.21,-2.59,0.00
9894.13,17.18,16.83,5.16,26.39,-1.39,-2.36,148.93,136.45,0.91,0.00
9906.14,17.18,16.88,4.38,24.18,0.64,-0.41,162.04,150.53,3.44,0.00
9918.17,21.33,17.55,55.52,27.32,-4.63,-3.15,-228.19,-57.77,3.09,0.00
9930.17,17.18,17.49,-4.62,24.12,-1.26,-1.92,102.55,30.4,0.30,0.00
9942.19,17.18,17.45,-3.92,21.32,1.69,0.43,195.61,121.27,4.16,0.00
9954.2,13.03,16.78,-55.2,13.67,11.47,7.6,597.57,383.23,-3.49,0.00
9966.23,13.72,16.33,-38.2,8.48,18.12,14.44,568.34,485.04,-6.00,-120.54
9978.24,13.72,15.93,-32.53,4.38,23.48,20.31,489.02,487.23,-7.10,-121.13
9990.25,8.88,14.88,-88.1,-4.87,36.11,30.58,854.55,689.26,-10.38,-122.91
10002.26,4.72,13.35,-126.77,-17.06,33.46,32.45,155.83,395.87,-8.70,-122.00
