time_in_ms,raw_err,err,raw_err_vel,err_vel,raw_inner_err,inner_err,raw_inner_err_vel,inner_err_vel,pwm_model,pwm_real
6252.69,4.72,6.27,-22.71,-16.61,-3.47,-3.87,61.82,-2,-4.83,0.00
6264.72,5.42,6.14,-10.67,-16.01,-3.65,-3.73,11.74,5.56,-1.57,0.00
6276.74,4.72,5.93,-17.71,-16.18,-2.8,-3.12,50.09,30.05,-3.03,0.00
6288.77,4.72,5.75,-15.04,-16.07,-2.33,-2.61,42.68,36.99,2.85,0.00
6300.81,4.72,5.6,-12.78,-15.74,-2.17,-2.32,23.75,29.71,4.07,0.00
6312.81,4.72,5.47,-10.9,-15.25,-2.24,-2.27,4.76,15.99,-4.93,0.00
6324.83,4.03,5.25,-17.87,-15.52,-1.29,-1.63,53.01,36.35,3.52,0.00
6336.83,4.03,5.07,-15.22,-15.49,-0.73,-1.05,48.67,43.13,2.52,0.00
6348.86,4.72,5.02,-4.28,-14.37,-1.69,-1.46,-34.67,0.34,2.81,0.00
6360.86,9.57,5.7,56.87,-7.24,-11,-7.66,-516.03,-283.66,-1.66,0.00
6372.89,9.57,6.28,48.27,-1.69,-18.4,-14.64,-580.88,-447.13,5.78,120.42
6384.89,4.72,6.05,-19.43,-3.47,-15.88,-15.45,-67.17,-238.15,-0.37,0.00
6396.9,4.72,5.85,-16.51,-4.77,-13.94,-14.47,81.45,-62.37,-2.63,0.00
6408.92,9.57,6.41,46.43,0.35,-20.85,-18.62,-344.95,-217.79,0.44,0.00
6420.95,8.88,6.78,30.81,3.4,-25.08,-22.82,-349.35,-290.15,6.20,120.65
6432.97,8.88,7.09,26.2,5.68,-28.37,-26.43,-300.2,-295.68,6.90,121.03
6444.99,8.88,7.36,22.27,7.34,-11.18,-16.51,824.79,320.58,3.75,0.00
6457.02,8.18,7.48,10.29,7.63,-11.87,-13.49,251.13,282.38,3.50,0.00
6469.04,8.88,7.69,17.38,8.61,-13.51,-13.5,-0.94,126.55,-1.80,0.00
6481.04,9.57,7.97,23.45,10.09,-15.9,-15.06,-129.46,-14.25,0.63,0.00
6493.05,8.88,8.11,11.28,10.21,-16.45,-15.96,-75.24,-47.79,3.18,0.00
6505.06,4.72,7.6,-42.26,4.96,-9.58,-11.81,345.54,168.54,-4.47,0.00
6517.06,5.42,7.27,-27.3,1.74,-5.3,-7.58,352.52,269.73,1.40,0.00
6529.09,8.88,7.51,20,3.56,-7.9,-7.79,-17.13,111.96,-2.02,0.00
6541.12,9.57,7.82,25.62,5.77,-11.09,-9.93,-178.49,-47.79,-3.11,0.00
6553.14,9.57,8.08,21.78,7.37,-13.53,-12.27,-194.28,-128.36,1.20,0.00
6565.16,9.57,8.31,18.54,8.49,-15.36,-14.28,-167.08,-149.66,2.04,0.00
6577.18,9.57,8.5,15.74,9.21,-16.69,-15.84,-130.44,-139.09,-3.91,0.00
6589.2,9.57,8.66,13.38,9.63,-17.62,-17,-96.05,-115.42,4.72,0.00
6601.2,8.88,8.69,2.74,8.94,-17.04,-17.02,-2.09,-53.09,3.89,0.00
6613.22,8.88,8.72,2.33,8.28,-16.47,-16.66,30.17,-7.3,0.67,0.00
6625.24,4.03,8.02,-58.49,1.6,-7.54,-10.73,493.42,268.09,3.08,0.00
6637.24,4.03,7.42,-49.77,-3.53,-0.49,-4.08,554.53,425.64,4.99,0.00
6649.24,3.34,6.81,-50.95,-8.28,6.21,2.61,556.8,497.78,-0.81,0.00
6661.27,4.72,6.49,-25.97,-10.05,8.98,6.75,344.19,413.3,-0.02,0.00
6673.29,4.72,6.23,-22.07,-11.25,11.03,9.53,231.4,313.26,0.43,0.00
6685.32,4.72,6,-18.75,-12,12.5,11.46,160.46,229.22,-0.87,0.00
6697.34,5.42,5.92,-7.32,-11.53,12.31,12.01,46.18,128.55,-2.51,0.00
6709.34,4.72,5.74,-14.88,-11.86,13.22,12.8,65.23,93.72,0.91,0.00
6721.37,4.72,5.59,-12.61,-11.94,13.78,13.44,53.06,71.36,3.94,0.00
6733.38,8.88,6.08,41.11,-6.63,6.89,9.18,-353.98,-162.58,4.04,0.00
6745.4,8.18,6.39,26.3,-3.34,2.59,4.9,-356.81,-269.41,-2.48,0.00
6757.4,5.42,6.25,-12.22,-4.23,3.95,4.28,-51.49,-149.55,1.16,0.00
6769.43,4.72,6.02,-18.99,-5.7,6.15,5.5,101.25,-11.61,0.15,0.00
6781.45,4.72,5.83,-16.16,-6.75,7.82,7.01,125.67,63.89,-1.62,0.00
6793.45,4.72,5.66,-13.75,-7.45,9.05,8.33,110.54,89.55,-1.08,0.00
6805.45,4.72,5.52,-11.69,-7.87,9.92,9.37,85.99,87.59,-3.64,0.00
6817.48,8.88,6.02,41.88,-2.9,3.34,5.45,-326,-139.89,1.83,0.00
6829.51,8.88,6.45,35.56,0.95,-1.88,0.68,-395.67,-280.57,4.80,0.00
6841.53,8.88,6.82,30.27,3.88,-5.98,-3.64,-360.17,-324.35,-3.76,0.00
6853.57,9.57,7.23,34.32,6.92,-10.34,-8,-361.66,-344.87,-1.93,0.00
6865.58,7.49,7.27,3.3,6.56,-10.11,-9.37,-114.17,-217.98,-3.48,0.00
6877.61,7.49,7.3,2.8,6.18,-9.84,-9.67,-25.41,-112.07,0.35,0.00
6889.63,4.72,6.92,-32.16,2.35,-4.77,-6.48,265.32,95.5,-4.57,0.00
6901.65,5.42,6.69,-18.69,0.25,-1.94,-3.53,245.47,177.98,4.40,0.00
6913.66,8.88,7.02,27.3,2.95,-5.7,-4.94,-117.2,15.63,-2.44,0.00
6925.7,8.88,7.3,23.17,4.97,-8.61,-7.33,-198.36,-102.06,-2.43,0.00
6937.73,8.88,7.53,19.69,6.45,-10.84,-9.61,-189.91,-150.38,1.85,0.00
6949.76,7.49,7.53,-0.51,5.75,-10.13,-9.95,-27.79,-82.95,0.67,0.00
6961.79,8.88,7.73,16.83,6.86,-11.88,-11.21,-104.62,-94.87,0.36,0.00
6973.83,8.88,7.9,14.29,7.6,-13.18,-12.49,-106.39,-101.21,-0.29,0.00
6985.86,5.42,7.53,-30.99,3.74,-8.12,-9.65,235.75,84.12,3.73,0.00
6997.88,5.42,7.21,-26.36,0.73,-4.1,-6.04,300.21,202.97,-3.52,0.00
7009.9,4.72,6.84,-31.02,-2.45,0.27,-1.94,341.12,278.96,-0.40,0.00
7021.92,9.57,7.25,34.08,1.21,-4.69,-3.73,-149.01,43.58,-0.18,0.00
7033.93,4.72,6.87,-31.52,-2.06,-0.21,-1.44,190.51,124.39,-4.03,0.00
7045.96,8.88,7.17,25.02,0.64,-3.88,-3.03,-131.84,-16.54,2.96,0.00
7057.98,13.03,8.05,73.05,7.88,-13.93,-10.12,-589.4,-331.61,0.33,0.00
7070.0,13.03,8.8,62.18,13.31,-21.75,-17.68,-629.7,-495.56,6.67,120.90
7082.02,17.18,10.05,104.63,22.45,-34.91,-28.88,-931.64,-735.4,10.39,122.91
7094.02,17.18,11.12,89.05,29.11,-25.28,-26.54,194.98,-223.69,6.43,120.77
7106.03,17.87,12.14,84.32,34.63,-34.04,-31.41,-406.01,-323.97,8.02,121.63
7118.03,13.72,12.37,19.81,33.15,-33.32,-32.65,-103.17,-202.53,7.41,121.30
7130.05,8.88,11.85,-43.63,25.47,-23.96,-27,469.91,167.31,1.98,0.00
7142.08,8.88,11.4,-37.07,19.21,-16.28,-20.03,579.4,393.96,-3.38,0.00
7154.11,4.72,10.4,-83.23,8.97,-2.83,-8.85,928.97,688.22,-4.59,0.00
7166.12,9.57,10.28,-10.4,7.03,-0.49,-3.42,452.4,558.52,3.90,0.00
7178.15,13.03,10.69,34.31,9.76,-4.54,-4.15,-60.72,217.94,-3.02,0.00
7190.16,17.18,11.66,81.09,16.89,-14.79,-11.07,-576.09,-218.77,2.04,0.00
7202.18,17.18,12.49,68.86,22.09,-22.64,-18.59,-625.64,-442.55,6.47,120.80
7214.21,17.18,13.19,58.49,25.73,-28.53,-25.05,-537.18,-494.59,8.02,121.63
7226.24,17.18,13.79,49.72,28.13,-13.13,-17.3,644.19,131.74,4.58,0.00
7238.24,22.02,15.03,102.87,35.6,-24.55,-22.02,-392.79,-156.75,5.13,120.07
7250.26,21.33,15.97,78.66,39.91,-31.89,-28.43,-533.66,-364.05,7.74,121.48
7262.29,21.33,16.78,66.84,42.6,-37.15,-34.1,-471.28,-423.03,9.19,122.26
7274.31,21.33,17.46,56.85,44.03,-40.77,-38.43,-360.38,-388.57,9.75,122.57
7286.33,21.33,18.04,48.33,44.46,-23.34,-28.62,816.05,273.97,-3.44,0.00
7298.35,22.02,18.64,49.71,44.98,-25.78,-26.77,153.8,207.88,-4.62,0.00
7310.36,17.18,18.42,-18.21,38.66,-18.76,-21.57,433.66,332.06,-0.81,0.00
7322.39,17.18,18.23,-15.45,33.25,-12.75,-15.84,476.17,411.32,4.31,0.00
7334.39,17.87,18.18,-4.52,29.48,-8.8,-11.27,381.03,394.66,-3.24,0.00
7346.4,17.18,18.03,-12.49,25.28,-4.13,-6.63,386.5,390.17,0.73,0.00
7358.4,21.33,18.53,41.28,26.88,-7.31,-7.07,-37.24,155.09,5.00,0.00
7370.41,21.33,18.95,35.06,27.7,-9.48,-8.64,-130.2,-1.82,-4.25,0.00
7382.43,17.18,18.68,-22.03,22.72,-3.66,-5.4,269.11,147.19,1.25,0.00
7394.43,21.33,19.08,33.14,23.77,-5.97,-5.77,-30.96,49.21,4.89,0.00
7406.45,17.18,18.79,-23.7,19.02,-0.32,-2.23,295.25,184.53,-1.45,0.00
7418.48,17.18,18.55,-20.12,15.11,4.37,2.06,356.61,279.17,-3.32,0.00
7430.51,13.03,17.72,-68.84,6.71,15.42,10.75,721.33,522.36,-5.58,-120.31
7442.54,9.57,16.5,-101.66,-4.13,10.46,10.56,-15.42,226.58,-1.02,0.00
7454.57,9.57,15.46,-86.48,-12.36,22.02,18.01,619.64,442.76,-6.37,-120.74
7466.57,4.72,13.85,-134.2,-24.55,39.36,31.89,1156.39,835.26,-11.63,-123.58
7478.6,4.72,12.48,-113.73,-33.46,52.66,45.39,1121.74,992.83,-15.20,-125.51
7490.63,4.72,11.32,-96.74,-39.79,62.71,56.65,936.02,961.58,-17.06,-126.51
7502.66,0.57,9.71,-134.05,-49.22,57.58,57.25,50.47,460.47,-13.71,-124.70
7514.66,5.42,9.06,-53.58,-49.65,40.36,46.28,-914.21,-295.6,-6.47,-120.80
7526.67,1.26,7.89,-97.44,-54.43,29.17,35.16,-926.02,-642.33,-0.95,0.00
7538.68,0.57,6.8,-91.38,-58.13,16.67,23.14,-1000.14,-839.13,1.72,0.00
7550.68,8.88,7.11,26.02,-49.71,-12.46,0,-1928.16,-1438.09,9.92,122.66
7562.72,13.72,8.1,82.42,-36.5,-48.55,-31.56,-2622.43,-2089.48,20.22,128.22
7574.76,17.87,9.57,121.8,-20.67,-69.08,-55.95,-2026.13,-2054.64,24.47,130.51
7586.76,17.87,10.81,103.84,-8.22,-65.8,-62.35,-533.96,-1218.26,19.88,128.03
7598.76,17.87,11.87,88.24,1.43,-78.84,-73.07,-892.66,-1039.18,20.61,128.43
7610.8,13.03,12.04,14.43,2.73,-80.69,-78.03,-411.84,-694.14,19.15,127.64
7622.8,8.88,11.57,-39.58,-1.5,-55.23,-63.21,1234.29,366.49,9.10,122.21
7634.82,8.88,11.17,-33.6,-4.71,-31.02,-42.28,1740.89,1122.41,3.32,0.00
7646.82,8.88,10.82,-28.61,-7.1,-27.53,-32.69,799.23,944.66,-4.66,0.00
7658.86,1.26,9.39,-119.11,-18.3,-11.74,-19.07,1131.49,1047.42,2.05,0.00
7670.88,4.72,8.69,-58.16,-22.29,-5.52,-10.26,732.69,874.31,-3.32,0.00
7682.9,4.72,8.09,-49.5,-25.01,-0.89,-4.17,507,672.29,-1.44,0.00
7694.91,5.42,7.69,-33.44,-25.85,1.24,-0.66,292.59,463.46,4.43,0.00
7706.92,4.03,7.14,-45.69,-27.84,4.98,3,304.69,376.13,4.98,0.00
7718.94,1.26,6.26,-73.37,-32.39,-7.36,-3.73,-560.55,-139.04,3.91,0.00
7730.96,4.72,6.03,-19.19,-31.07,-7.94,-6.47,-227.79,-187.85,-0.53,0.00
7742.98,4.72,5.84,-16.29,-29.59,-8.79,-7.98,-125.58,-153.61,-4.14,0.00
7754.98,5.42,5.77,-5.23,-27.16,-11.03,-9.96,-165.12,-159.94,2.17,0.00
7767.0,1.26,5.1,-56.27,-30.07,-5.95,-7.36,216.84,47.29,-1.82,0.00
7779.0,4.72,5.04,-4.64,-27.53,-8.32,-7.98,-52.04,-7.34,-3.77,0.00
7791.02,4.72,4.99,-3.94,-25.17,-10.52,-9.63,-137.52,-78.94,0.50,0.00
7803.03,4.03,4.85,-12,-23.85,-11.38,-10.77,-94.52,-87.51,-0.71,0.00
7815.06,4.72,4.83,-1.55,-21.62,-13.55,-12.58,-150.3,-122.04,4.30,0.00
7827.06,9.57,5.54,59.21,-13.54,-23.91,-19.94,-613.51,-392.35,6.38,120.74
7839.08,8.88,6.04,41.64,-8.02,-11.31,-14.33,466.71,80.13,-0.83,0.00
7851.08,9.57,6.57,44.09,-2.81,-18.22,-16.86,-210.4,-79.66,2.08,0.00
7863.08,8.88,6.92,28.81,0.35,-22.49,-20.52,-304.64,-203.4,5.18,120.10
7875.11,17.18,8.46,128.01,13.12,-40.18,-33.3,-1062.57,-675.94,10.79,123.13
7887.14,17.18,9.77,108.84,22.69,-53.94,-46.71,-1115.87,-917.9,14.93,125.36
7899.17,13.72,10.36,49.31,25.35,-58.5,-54.37,-636.68,-763.23,15.27,125.55
7911.19,17.18,11.38,85.11,31.33,-48.04,-50.26,342.53,-155.06,10.32,122.87
7923.21,17.87,12.36,81,36.3,-56.12,-54.07,-317.19,-244.23,11.63,123.58
7935.23,13.03,12.46,8.4,33.51,-33.94,-40.99,1088.32,488.67,3.32,0.00
7947.24,21.33,13.79,110.92,41.25,-45.95,-44.21,-268.48,72.24,7.64,121.42
7959.24,17.18,14.3,42.4,41.36,-27.98,-33.66,879,515.95,-3.63,0.00
7971.27,17.18,14.73,35.95,40.82,-9.11,-17.7,1326.21,961.59,-0.56,0.00
7983.29,22.02,15.82,91.04,45.84,-17.63,-17.66,3.73,434.77,-2.14,0.00
7995.3,21.33,16.65,68.8,48.14,-22.57,-20.85,-266.01,49.34,-3.55,0.00
8007.34,22.02,17.46,67.01,50.03,-27.04,-24.87,-334.23,-161.63,5.69,120.37
8019.36,17.18,17.42,-3.44,44.68,-21.56,-22.72,179.04,25.74,1.12,0.00
8031.38,17.18,17.38,-2.92,39.92,-16.69,-18.8,326.41,191.11,4.96,0.00
8043.4,22.02,18.08,57.96,41.72,-20.72,-20.05,-103.98,28.81,-4.22,0.00
8055.43,21.33,18.57,40.58,41.61,-22.17,-21.43,-114.57,-50.05,-3.07,0.00
8067.44,13.03,17.73,-69.16,30.53,-8.44,-12.98,703.26,364.27,-0.88,0.00
8079.48,17.18,17.65,-6.9,26.79,-4.43,-7.42,462.07,418.06,-4.26,0.00
8091.48,9.57,16.44,-101,14.01,12.23,5.35,1064.21,773.44,-6.32,-120.71
8103.48,8.88,15.3,-94.5,3.16,26.71,19.24,1156.59,984.18,-10.33,-122.88
8115.51,5.42,13.82,-123.35,-9.49,24.4,22.59,279.02,596.34,-8.27,-121.77
8127.52,4.72,12.46,-113.6,-19.9,39.18,33.37,897.43,761.94,-11.40,-123.45
8139.54,4.72,11.3,-96.49,-27.56,50.55,44.53,928.74,853.68,-14.08,-124.91
8151.58,1.26,9.79,-125.03,-37.31,45.4,45.09,46.51,409.74,-11.12,-123.31
8163.59,0.57,8.41,-115.1,-45.09,37.89,40.41,-389.84,-30.03,-7.23,-121.20
8175.62,8.88,8.48,5.83,-40,12.86,22.5,-1488.25,-832.05,-4.72,0.00
8187.63,8.88,8.54,4.96,-35.5,-11.54,0.38,-1842.7,-1387.91,9.51,122.43
8199.63,17.18,9.84,108.01,-21.15,-49.75,-32.21,-2714.89,-2117.75,20.54,128.39
8211.66,13.03,10.31,39.83,-15.05,-57.38,-48.57,-1360.58,-1701.31,20.68,128.46
8223.66,13.03,10.72,33.93,-10.15,-63.58,-58.33,-813.15,-1212.82,19.10,127.61
8235.69,13.03,11.07,28.77,-6.26,-48.87,-52.18,511.08,-264.68,11.43,123.47
8247.71,13.03,11.36,24.47,-3.19,-52.88,-52.64,-38.06,-140.03,10.65,123.05
8259.73,17.87,12.34,81.24,5.26,-64.45,-60.32,-638.85,-414.38,13.96,124.84
8271.74,13.72,12.55,17.26,6.46,-46.6,-51.4,742.05,221.65,7.93,121.58
8283.76,17.87,13.35,66.48,12.46,-35.45,-41.03,862.64,574.2,4.79,0.00
8295.78,17.18,13.92,47.88,16,-40.83,-40.9,10.79,264.32,5.70,120.38
8307.82,13.03,13.79,-11.11,13.29,-37.7,-38.82,173.23,214.22,5.66,120.36
8319.83,13.03,13.67,-9.47,11.01,-15.34,-23.56,1270.6,795.23,0.59,0.00
8331.83,9.57,13.06,-51.28,4.78,12.57,-0.08,1956.28,1433.81,-9.88,-122.63
8343.87,4.72,11.81,-103.82,-6.08,27.43,17.8,1484.97,1461.95,-13.36,-124.52
8355.89,8.88,11.37,-36.58,-9.13,31.88,26.95,761.77,1076.85,-12.39,-123.99
8367.91,8.88,10.99,-31.09,-11.32,15.56,19.55,-616.02,145.77,2.26,0.00
8379.93,5.42,10.16,-69.57,-17.15,4.35,9.67,-821.44,-386.2,3.02,0.00
8391.94,13.03,10.59,35.88,-11.84,-22.04,-10.94,-1717.15,-1118.22,9.73,122.55
8403.96,17.18,11.58,82.22,-2.44,-34.61,-26.32,-1279.15,-1206.73,13.17,124.41
8415.97,13.03,11.8,18.14,-0.38,-37.36,-33.5,-597.75,-871.79,12.18,123.88
8427.99,17.18,12.6,67.19,6.38,-46.71,-42.08,-713.9,-784.95,13.16,124.41
8440.02,13.72,12.77,13.94,7.13,-48,-45.93,-319.68,-529.05,12.10,123.83
8452.03,17.18,13.43,55.09,11.93,-54.91,-51.77,-486.29,-505.53,13.01,124.33
8464.04,13.03,13.37,-5.04,10.23,-33.31,-39.77,999.08,322.01,5.10,120.05
8476.05,8.88,12.7,-56.13,3.6,-4.8,-17.04,1892,1185.5,-5.04,-120.02
8488.05,4.72,11.5,-99.66,-6.73,9.35,0.11,1429.45,1319.67,-9.13,-122.23
8500.06,9.57,11.21,-24.13,-8.47,-7.7,-4.96,-422.48,361.49,1.83,0.00
8512.07,4.03,10.13,-89.68,-16.59,-15.84,-12.03,-588.84,-161.19,-1.50,0.00
8524.08,1.26,8.8,-110.8,-26.01,-2.16,-5.62,534.37,221.37,2.85,0.00
8536.08,0.57,7.57,-102.89,-33.7,9.48,4.19,817.6,549.3,0.99,0.00
8548.09,0.57,6.52,-87.34,-39.06,18.2,13.3,757.6,663.87,-7.03,-121.09
8560.11,4.72,6.25,-22.4,-37.4,17.39,15.96,221.58,420.61,-5.84,-120.45
8572.12,4.72,6.02,-19.06,-35.56,-3.42,3.36,-1049.02,-387.68,0.99,0.00
8584.13,4.72,5.83,-16.2,-33.63,-24.44,-14.71,-1505.3,-1002.38,9.62,122.50
8596.16,0.57,5.04,-65.52,-36.82,-18.73,-17.32,-217.28,-570.58,7.12,121.15
8608.17,4.72,4.99,-3.92,-33.53,-21.87,-20.28,-245.9,-392,6.44,120.78
8620.2,4.72,4.95,-3.33,-30.51,-5.05,-10.38,823.36,276.45,-1.91,0.00
8632.2,1.26,4.4,-46.09,-32.07,-1.72,-4.75,468.98,382.34,4.30,0.00
8644.22,4.03,4.34,-4.56,-29.32,-24.01,-17.27,-1040.55,-400.25,5.94,120.51
8656.25,4.72,4.4,4.75,-25.91,-27.6,-23.98,-558.25,-487.15,7.77,121.50
8668.28,8.88,5.07,55.83,-17.74,-37.92,-33.04,-753.39,-633.58,10.45,122.94
8680.29,17.18,6.89,151.21,-0.84,-60.63,-50.97,-1492.74,-1106.12,17.01,126.49
8692.31,17.18,8.43,128.43,12.09,-58.78,-56.05,-422.28,-730.01,15.35,125.59
8704.34,21.33,10.37,160.83,26.96,-79.85,-71.52,-1285.79,-1035.69,20.31,128.27
8716.35,17.18,11.39,85.11,32.78,-69.22,-70.03,124.31,-397.69,15.63,125.74
8728.35,21.33,12.88,124.29,41.93,-83.15,-78.55,-710.69,-569.84,18.39,127.23
8740.35,13.03,12.9,1.85,37.92,-59.5,-66.17,1031.91,311.13,10.03,122.72
8752.38,17.18,13.55,53.34,39.46,-23.67,-38.54,2296.49,1403.08,4.81,0.00
8764.41,9.57,12.95,-49.59,30.56,6.86,-9.03,2453.47,1980.79,-12.01,-123.78
8776.45,5.42,11.82,-93.84,18.12,22.91,11.73,1724.7,1839.94,-14.85,-125.32
8788.48,4.72,10.75,-88.46,7.46,17.26,15.33,298.91,992.37,-9.67,-122.52
8800.48,5.42,9.95,-66.7,0.04,27.24,23.07,645.14,801.4,-9.77,-122.58
8812.51,4.72,9.17,-65.21,-6.48,16.56,18.84,-351.62,167.24,-0.26,0.00
8824.54,4.72,8.5,-55.4,-11.37,23.59,21.93,256.44,216.3,-5.53,-120.28
8836.57,4.72,7.94,-47.11,-14.95,9.26,13.7,-684.27,-279.01,2.39,0.00
8848.58,4.03,7.35,-48.74,-18.33,-5.2,1.42,-1022.26,-687.8,-1.22,0.00
8860.6,8.88,7.58,19.06,-14.59,-29.38,-18.6,-1666.31,-1225.98,11.88,123.72
8872.62,17.18,9.02,119.81,-1.15,-67.14,-50.15,-2624.8,-1995.33,23.00,129.72
8884.64,17.18,10.24,101.84,9.15,-81.36,-70.43,-1687.45,-1825.99,25.56,131.10
8896.67,17.87,11.39,95.11,17.75,-73.9,-72.69,-187.35,-924.74,19.76,127.97
8908.67,17.18,12.26,72.41,23.21,-62.44,-66.02,555.3,-110.72,12.91,124.27
8920.68,17.87,13.1,70.1,27.9,-69.82,-68.49,-205.35,-162.76,13.73,124.71
8932.7,13.03,13.09,-0.88,25.02,-47.2,-54.65,1152.41,560.58,6.19,120.64
8944.7,9.57,12.56,-44,18.12,-18.89,-31.41,1936.84,1317.53,-3.44,0.00
8956.72,8.18,11.9,-54.59,10.85,10.19,-4.37,2248.58,1829.61,-11.82,-123.68
8968.74,5.42,10.93,-80.94,1.67,42.2,25.9,2517.42,2207.91,-20.00,-128.10
8980.78,4.72,10,-77.35,-6.23,53.08,43.56,1467.72,1800.81,-20.44,-128.34
8992.8,5.42,9.31,-57.22,-11.33,40.66,41.68,-156.92,724.06,-12.66,-124.14
9004.83,9.57,9.35,3.19,-9.88,19.38,27.18,-1204.87,-336.85,-4.15,0.00
9016.85,8.88,9.28,-5.92,-9.48,-0.5,9.19,-1497.02,-974.94,5.04,120.02
9028.87,8.88,9.22,-5.03,-9.04,-0.75,2.72,-537.47,-734.34,2.61,0.00
9040.87,17.87,10.52,108.16,2.68,-16.63,-9.85,-1048.29,-907.01,8.07,121.66
9052.88,21.33,12.14,135.05,15.92,-35.06,-26.24,-1363.67,-1158.17,12.82,124.22
9064.9,22.02,13.62,123.44,26.67,-50.55,-42.04,-1315.94,-1244.95,16.33,126.12
9076.92,17.18,14.16,44.37,28.44,-54.03,-49.84,-647.86,-916.55,15.49,125.67
9088.96,17.18,14.61,37.71,29.37,-36.7,-41.3,709.75,-22.08,7.75,121.49
9100.97,17.87,15.1,40.73,30.5,-19.69,-27.25,1168.84,632.92,-3.30,0.00
9112.98,22.02,16.14,86.54,36.11,-28.62,-28.14,-73.91,244.17,3.53,0.00
9124.99,21.33,16.92,64.85,38.98,-14.27,-19.12,750.15,522.46,1.60,0.00
9137.0,22.02,17.68,63.82,41.47,-19.21,-19.18,-4.45,232.66,1.59,0.00
9149.02,13.03,16.99,-58.06,31.51,-26.73,-24.09,-408.3,-119.86,5.26,120.14
9161.04,17.87,17.12,11.07,29.47,-25.11,-24.75,-55.44,-84.43,5.14,120.07
9173.06,8.88,15.88,-102.92,16.23,-7.92,-13.81,911.08,463.1,2.83,0.00
9185.07,0.57,13.59,-191.11,-4.5,39.88,21.09,2904.09,1805.65,-16.34,-126.12
9197.08,5.42,12.36,-102.01,-14.25,53.55,42.19,1756.7,1778.73,-20.04,-128.12
9209.1,5.42,11.32,-86.71,-21.5,44.41,43.63,120.56,866.73,-14.01,-124.87
9221.11,8.88,10.95,-30.5,-22.4,26.77,32.68,-912.39,-111.78,-5.24,-120.13
9233.12,13.03,11.26,25.92,-17.57,1.23,12.24,-1700.76,-985.72,-1.93,0.00
9245.14,13.03,11.53,22.03,-13.61,-43,-23.66,-2987.85,-2086.89,18.75,127.43
9257.17,11.64,11.55,1.45,-12.1,-44.56,-37.24,-1128.67,-1559.87,17.62,126.81
9269.17,1.26,10,-128.52,-23.74,-47.69,-44.04,-565.94,-1013.21,15.09,125.45
9281.2,0.57,8.59,-117.66,-33.14,-33.77,-37.37,554.8,-150.81,7.92,121.57
9293.21,4.72,8.01,-48.24,-34.65,-30.41,-32.84,376.33,139.12,5.08,120.05
9305.22,8.88,8.14,10.83,-30.1,-15.66,-21.67,929.79,573.99,2.43,0.00
9317.26,4.03,7.52,-51.2,-32.21,-11.58,-15.11,545.41,558.27,-2.75,0.00
9329.27,4.03,7,-43.58,-33.35,-8.77,-10.99,343.27,440.02,0.73,0.00
9341.29,4.72,6.66,-28.4,-32.85,-8.17,-9.16,152.5,281.88,-3.28,0.00
9353.3,9.57,7.1,36.33,-25.93,-16.48,-13.92,-396.4,-91.17,0.43,0.00
9365.31,5.42,6.84,-20.97,-25.44,-16.17,-15.39,-122.11,-108.19,2.83,0.00
9377.33,8.88,7.15,25.38,-20.36,-22.23,-19.84,-370.4,-252.41,5.39,120.21
9389.34,8.88,7.41,21.59,-16.16,-7.54,-11.85,665.3,252.33,2.91,0.00
9401.36,4.72,7.01,-33.48,-17.89,-4.52,-7.09,395.98,331.34,1.53,0.00
9413.38,5.42,6.77,-19.82,-18.09,-3.57,-4.8,190.25,253.74,3.63,0.00
9425.38,5.42,6.56,-16.87,-17.96,-3.04,-3.66,95.12,166.5,-1.57,0.00
9437.39,4.72,6.29,-22.98,-18.47,-1.66,-2.36,108.26,134.47,0.89,0.00
9449.41,4.72,6.05,-19.52,-18.57,-0.8,-1.35,84.12,106.78,-1.56,0.00
9461.45,4.03,5.75,-25.19,-19.23,0.83,0.07,117.53,112.69,0.71,0.00
9473.46,4.72,5.6,-12.81,-18.59,0.68,0.47,33.12,68.93,-2.74,0.00
9485.49,9.57,6.19,49.53,-11.78,-8.04,-5.06,-459.61,-221.77,4.52,0.00
9497.52,4.72,5.97,-18.31,-12.43,-6.68,-6.12,-87.51,-147.92,-4.53,0.00
9509.52,1.26,5.27,-58.83,-17.07,0.22,-2,342.91,122.03,3.06,0.00
9521.55,4.72,5.19,-6.75,-16.04,-0.55,-1.06,78.03,97.83,-4.03,0.00
9533.57,0.57,4.49,-57.58,-20.19,5.81,3.41,371.85,248.54,-1.90,0.00
9545.58,-3.58,3.28,-100.77,-28.25,17.75,12.73,775.6,538.42,-6.06,-120.57
9557.61,1.26,2.98,-25.17,-27.94,18.41,16.42,306.99,411.13,-5.86,-120.46
9569.62,1.26,2.72,-21.41,-27.29,-1.14,5.01,-949.58,-337.26,4.03,0.00
9581.66,5.42,3.13,33.58,-21.2,-8.52,-3.78,-730.41,-553.49,-3.51,0.00
9593.68,9.57,4.09,80.36,-11.05,-21.76,-15.47,-972.01,-783.67,8.25,121.76
9605.69,17.18,6.06,163.49,6.41,-45.5,-34.99,-1625.56,-1246.71,15.04,125.42
9617.7,13.03,7.1,87.13,14.48,-56.92,-49.24,-1187.46,-1214.12,17.44,126.72
9629.72,13.72,8.1,82.57,21.29,-47.19,-47.91,110.86,-485.38,12.16,123.87
