time_in_ms,raw_offset,offset,raw_offset_vel,offset_vel,raw_rot,rot,raw_rot_vel,rot_vel,P_trace,pwm_model,pwm_real
8031.36,-17.87,-17.99,1.71,-22.54,-78.85,-78.04,-125.26,-250.78,7700.0,-0.06,0.00
8043.36,-13.72,-17.35,53.32,-14.95,-78.85,-78.56,-43.9,-137,7700.0,1.08,0.00
8055.4,-9.57,-16.18,96.99,-3.76,-78.85,-78.75,-15.33,-70.08,7700.0,4.85,0.00
8067.42,-13.03,-15.71,39.33,0.55,-78.85,-78.81,-5.37,-34.49,7700.0,6.14,-120.61
8079.45,-9.57,-14.79,76.57,8.15,-78.85,-78.84,-1.88,-16.55,7700.0,9.37,-122.36
8091.45,-4.72,-13.28,125.75,19.91,-59.14,-66.03,1066.72,579.25,7700.0,-0.74,0.00
8103.46,-4.72,-12,106.88,28.61,-59.14,-61.55,373.35,466.01,7700.0,4.55,0.00
8115.49,0.12,-10.18,151.02,40.85,-59.14,-59.98,130.36,281.4,7700.0,13.94,-124.83
8127.53,-0.57,-8.74,119.67,48.73,-59.14,-59.43,45.6,151.71,7700.0,20.65,-128.45
8139.56,-4.72,-8.14,50.04,48.86,-39.42,-46.43,1081.24,662.95,7700.0,7.28,-121.23
8151.58,-8.88,-8.25,-9.25,43.05,-19.71,-29.06,1443.7,1092.37,7700.0,-8.57,121.93
8163.61,-8.88,-8.34,-7.86,37.96,0,-10.17,1570.56,1355.37,7700.0,-21.29,128.8
8175.61,-4.72,-7.8,45.2,38.69,0,-3.56,550.96,912.95,7700.0,-13.55,124.62
8187.65,-13.03,-8.58,-65.18,28.3,-19.71,-14.06,-872.25,-68.91,7700.0,4.89,0.00
8199.66,-13.03,-9.25,-55.5,19.92,-19.71,-17.73,-305.82,-199.21,7700.0,5.05,-120.03
8211.67,-17.18,-10.44,-99.1,8.02,0,-6.21,960.24,438.49,7700.0,-16.48,126.2
8223.69,-17.18,-11.45,-84.12,-1.2,0,-2.17,335.61,381.9,7700.0,-20.78,128.52
8235.7,-17.18,-12.31,-71.58,-8.23,0,-0.76,117.59,236.53,7700.0,-21.62,128.98
8247.71,-13.03,-12.42,-8.97,-8.31,-19.71,-13.08,-1025.56,-457.62,7700.0,-4.19,0.00
8259.74,-13.03,-12.51,-7.61,-8.24,-39.42,-30.2,-1422.71,-988.42,7700.0,11.47,-123.5
8271.77,-13.03,-12.59,-6.47,-8.06,-39.42,-36.2,-498.31,-718.86,7700.0,7.85,-121.54
8283.81,-17.87,-13.38,-65.87,-13.84,-39.42,-38.29,-174.28,-419.34,7700.0,-0.35,0.00
8295.82,-13.03,-13.33,4.39,-12.02,-39.42,-39.03,-61.12,-222.32,7700.0,-3.4,0.00
8307.86,-13.03,-13.28,3.72,-10.44,-19.71,-26.47,1043.16,473.69,7700.0,-20.52,128.38
8319.88,-13.72,-13.35,-5.46,-9.95,-19.71,-22.08,365.34,414.1,7700.0,-20.56,128.4
8331.92,-13.03,-13.3,3.98,-8.55,-39.42,-33.35,-936.79,-328.89,7700.0,-1.8,0.00
8343.94,-13.03,-13.26,3.39,-7.36,-39.42,-37.3,-328.29,-328.56,7700.0,-0.18,0.00
8355.96,-17.18,-13.85,-48.93,-11.52,-59.14,-51.49,-1180.94,-797.37,7700.0,11.39,-123.45
8367.97,-17.18,-14.35,-41.63,-14.53,-59.14,-56.46,-413.66,-586.33,7700.0,7.08,-121.13
8379.98,-13.03,-14.15,16.48,-11.43,-39.42,-45.39,922.24,243.38,7700.0,-11.58,123.55
8392.01,-13.03,-13.98,13.98,-8.89,-19.71,-28.7,1387.07,872.41,7700.0,-28.13,132.49
8404.04,-13.72,-13.94,3.25,-7.67,-19.71,-22.86,485.48,659.6,7700.0,-25.18,130.9
8416.05,-13.03,-13.81,11.42,-5.76,-19.71,-20.81,170.24,390.45,7700.0,-19.62,127.89
8428.05,-13.72,-13.79,1.06,-5.08,-39.42,-32.91,-1008.1,-378.75,7700.0,-0.37,0.00
8440.06,-13.03,-13.68,9.54,-3.62,-59.14,-49.96,-1419.2,-951,7700.0,16.81,-126.38
8452.08,-13.72,-13.68,-0.53,-3.31,-59.14,-55.92,-496.52,-701.04,7700.0,13.69,-124.69
8464.09,-8.88,-12.96,60.02,3.02,-39.42,-45.2,892.5,175.41,7700.0,-4.12,0.00
8476.1,-5.42,-11.83,94.24,12.14,-39.42,-41.45,312.5,250.81,7700.0,-2.42,0.00
8488.12,-0.57,-10.14,140.5,24.98,-39.42,-40.13,109.3,172.98,7700.0,4.96,0.00
8500.16,-4.72,-9.33,67.55,29.24,-39.42,-39.67,38.22,98.86,7700.0,8.66,-121.97
8512.17,-0.57,-8.02,109.31,37.24,-39.42,-39.51,13.39,51.85,7700.0,13.73,-124.71
8524.21,-4.72,-7.52,41.03,37.62,-19.71,-26.64,1069.36,611.48,7700.0,-0.62,0.00
8536.23,-4.72,-7.1,34.91,37.35,0,-9.32,1440.55,1067.47,7700.0,-14.54,125.15
8548.23,-4.72,-6.75,29.72,36.59,0,-3.26,504.91,758.06,7700.0,-10,122.7
8560.25,-9.57,-7.17,-35.23,29.41,19.71,11.67,1242.52,1024.52,7700.0,-22.68,129.55
8572.29,-13.72,-8.15,-81.64,18.3,19.71,16.9,434.26,699.88,7700.0,-22.57,129.49
8584.3,-13.72,-8.99,-69.51,9.52,19.71,18.73,152.25,398.68,7700.0,-20.97,128.62
8596.32,-17.18,-10.22,-102.28,-1.66,19.71,19.37,53.29,208.71,7700.0,-22.49,129.44
8608.34,-13.03,-10.64,-35.09,-5,19.71,19.59,18.64,104.18,7700.0,-22.06,129.21
8620.37,-13.03,-11,-29.81,-7.48,19.71,19.67,6.52,50.47,7700.0,-22.25,129.31
8632.38,-5.42,-10.16,69.71,0.24,0,6.88,-1064.76,-562.91,7700.0,-2.62,0.00
8644.4,-9.57,-10.07,7.37,0.95,0,2.41,-372.16,-458,7700.0,-3.03,0.00
8656.4,-5.42,-9.37,58.18,6.67,0,0.84,-130.52,-277.88,7700.0,-3.46,0.00
8668.43,0.12,-7.95,118.37,17.84,-19.71,-12.52,-1110.75,-735.96,7700.0,15.06,-125.43
8680.43,-4.72,-7.47,40.29,20.09,-19.71,-17.19,-389.57,-545.44,7700.0,13.96,-124.84
8692.46,-0.57,-6.43,85.97,26.68,-19.71,-18.83,-136.09,-320.3,7700.0,13.33,-124.5
8704.48,-4.72,-6.18,21.3,26.14,0,-6.59,1018.21,415.88,7700.0,-4.94,0.00
8716.48,-5.42,-6.06,9.48,24.47,19.71,10.51,1424.26,970.49,7700.0,-21.58,128.95
8728.51,-4.72,-5.86,16.67,23.69,39.42,29.3,1562.77,1296.25,7700.0,-33.76,135.53
8740.52,-0.57,-5.07,66.04,27.93,39.42,35.88,547.66,884.53,7700.0,-25.17,130.89
8752.53,-5.42,-5.12,-4.36,24.7,19.71,25.37,-875.56,-83.52,7700.0,-3.78,0.00
8764.56,-0.57,-4.44,56.68,27.9,19.71,21.69,-305.65,-205.69,7700.0,1.62,0.00
8776.58,-4.72,-4.48,-3.58,24.75,19.71,20.41,-107.18,-151.51,7700.0,-0.17,0.00
8788.59,-4.72,-4.52,-3.04,21.97,19.71,19.95,-37.5,-88.8,7700.0,-2.25,0.00
8800.59,-4.72,-4.55,-2.59,19.51,39.42,32.61,1054.58,540.06,7700.0,-19.47,127.81
8812.6,-8.88,-5.2,-54.05,12.16,39.42,37.04,368.75,445.84,7700.0,-22.1,129.23
8824.62,-17.18,-7,-149.64,-4.02,39.42,38.59,129.06,271.61,7700.0,-26.52,131.62
8836.64,-13.03,-7.9,-75.28,-11.15,19.71,26.32,-1020.72,-439.17,7700.0,-12.03,123.8
8848.64,-17.18,-9.29,-115.97,-21.63,-19.71,-3.6,-2492.53,-1568.52,7700.0,14.44,-125.1
8860.65,-21.33,-11.1,-150.41,-34.51,-19.71,-14.07,-872.11,-1185.49,7700.0,3.56,0.00
8872.67,-17.18,-12.01,-75.88,-38.65,-19.71,-17.74,-304.83,-701.13,7700.0,-7.46,121.33
8884.68,-17.87,-12.89,-73.23,-42.1,-39.42,-31.83,-1173.88,-961.14,7700.0,-0.2,0.00
8896.69,-13.03,-12.91,-1.73,-38.07,-39.42,-36.77,-410.86,-658.48,7700.0,-3.47,0.00
8908.72,-13.03,-12.93,-1.47,-34.41,-39.42,-38.49,-143.55,-375.27,7700.0,-7.43,121.31
8920.75,-13.03,-12.94,-1.25,-31.09,-39.42,-39.1,-50.21,-196.49,7700.0,-9.74,122.56
8932.76,-13.03,-12.96,-1.06,-28.09,-39.42,-39.31,-17.61,-98.11,7700.0,-10.67,123.06
8944.8,-17.18,-13.59,-52.65,-30.54,-39.42,-39.38,-6.15,-47.53,7700.0,-13.21,124.44
8956.82,-13.72,-13.61,-1.63,-27.65,-59.14,-52.22,-1068.18,-608.89,7700.0,2.8,0.00
8968.83,-17.18,-14.15,-44.6,-29.35,-78.85,-69.53,-1440.81,-1066.44,7700.0,15.95,-125.91
8980.83,-13.03,-13.98,13.95,-25.02,-78.85,-75.59,-504.6,-757.43,7700.0,13.21,-124.44
8992.83,-17.18,-14.46,-40.04,-26.52,-59.14,-64.89,891.06,149.24,7700.0,-9.18,122.26
9004.84,-13.03,-14.24,17.86,-22.08,-39.42,-48.34,1378.61,825.39,7700.0,-25.96,131.32
9016.86,-13.72,-14.17,6.53,-19.22,-39.42,-42.54,482.21,636.64,7700.0,-22.89,129.66
9028.88,-17.18,-14.62,-37.62,-21.06,-39.42,-40.52,168.66,379.25,7700.0,-19.48,127.82
9040.89,-13.03,-14.38,19.85,-16.97,-39.42,-39.81,59.11,203.18,7700.0,-14.55,125.15
9052.92,-17.87,-14.9,-43.55,-19.63,-59.14,-52.37,-1044.2,-482.88,7700.0,1.45,0.00
9064.95,-21.33,-15.87,-80.18,-25.68,-78.85,-69.58,-1430.88,-1004.28,7700.0,13.92,-124.82
9076.96,-22.02,-16.79,-76.91,-30.81,-78.85,-75.6,-501.64,-727.83,7700.0,7.43,-121.31
9088.98,-21.33,-17.47,-56.66,-33.39,-59.14,-64.9,890.27,162.12,7700.0,-15.23,125.53
9101.,-21.33,-18.05,-48.15,-34.87,-39.42,-48.34,1377.09,830.35,7700.0,-34.73,136.06
9113.01,-22.02,-18.65,-49.65,-36.35,-39.42,-42.54,482.82,639.21,7700.0,-33.83,135.57
9125.02,-21.33,-19.05,-33.54,-36.06,-39.42,-40.52,168.93,380.56,7700.0,-29.65,133.31
9137.02,-17.18,-18.77,23.35,-30.12,-39.42,-39.81,59.13,203.77,7700.0,-24.04,130.28
9149.04,-21.33,-19.15,-32,-30.31,-59.14,-52.37,-1045.69,-483.43,7700.0,-7.03,121.1
9161.04,-13.72,-18.34,67.89,-20.49,-78.85,-69.58,-1433.61,-1006.03,7700.0,12.78,-124.2
9173.05,-9.57,-17.02,109.6,-7.48,-98.56,-88.42,-1569.19,-1315.76,7700.0,30.45,-133.74
9185.08,-13.03,-16.42,49.82,-1.75,-78.85,-82.2,517.14,-307.67,7700.0,11.02,-123.25
9197.11,-17.18,-16.54,-9.43,-2.52,-78.85,-80.02,180.93,-38.94,7700.0,4.6,0.00
9209.12,-21.33,-17.26,-59.86,-8.25,-59.14,-66.45,1129.78,603.86,7700.0,-15.06,125.43
9221.14,-21.33,-17.87,-50.89,-12.52,-59.14,-61.69,395.52,489.27,7700.0,-16.31,126.11
9233.14,-17.18,-17.77,8.6,-10.41,-59.14,-60.03,138.57,296.39,7700.0,-12.14,123.85
9245.17,-4.72,-15.81,162.58,6.89,-78.85,-72.26,-1016.56,-425.73,7700.0,13.97,-124.84
9257.18,-4.72,-14.15,138.37,20.04,-78.85,-76.54,-356.25,-387.51,7700.0,20.77,-128.52
9269.2,-4.72,-12.73,117.66,29.8,-78.85,-78.04,-124.74,-242.99,7700.0,23.21,-129.83
9281.22,-5.42,-11.64,91.27,35.95,-59.14,-65.75,1021.91,452.71,7700.0,8.92,-122.12
9293.26,-4.72,-10.6,86.13,40.97,-39.42,-48.64,1421.84,985.73,7700.0,-4.01,0.00
9305.26,-13.03,-10.96,-30.36,33.83,0,-17.02,2633.75,1892.14,7700.0,-34.4,135.88
9317.27,-17.18,-11.9,-77.66,22.68,19.71,6.85,1988.56,1945.17,7700.0,-47.39,142.89
9329.3,-17.18,-12.69,-65.9,13.83,19.71,15.21,694.84,1257.49,7700.0,-40,138.9
9341.32,-5.42,-11.6,90.75,21.52,0,5.32,-822.6,113.44,7700.0,-10.34,122.88
9353.35,-1.26,-10.05,128.83,32.25,0,1.86,-287.63,-107.15,7700.0,0.47,0.00
9365.36,-1.26,-8.73,109.68,39.99,-19.71,-12.16,-1167.45,-690.32,7700.0,20.44,-128.34
9377.4,3.58,-6.88,153.42,51.33,-19.71,-17.07,-407.83,-534.95,7700.0,24.71,-130.64
9389.42,3.58,-5.31,130.48,59.25,-19.71,-18.79,-142.82,-319.28,7700.0,25.36,-130.99
9401.44,-0.57,-4.6,59.22,59.25,0,-6.58,1016.65,415.48,7700.0,7.83,-121.53
9413.46,-1.26,-4.1,41.63,57.48,19.71,10.51,1420.5,968.24,7700.0,-8.35,121.81
9425.47,-1.26,-3.68,35.46,55.28,39.42,29.3,1565.59,1296.78,7700.0,-20.79,128.52
9437.47,-0.57,-3.21,38.8,53.63,39.42,35.88,548.13,885.02,7700.0,-14.52,125.14
9449.47,-4.72,-3.44,-18.92,46.38,39.42,38.18,191.84,503.77,7700.0,-10.25,122.83
9461.49,-9.57,-4.36,-76.48,34.09,19.71,26.18,-998.67,-322.57,7700.0,4.75,0.00
9473.51,-8.88,-5.04,-56.39,25.04,19.71,21.97,-349.59,-337.43,7700.0,2.53,0.00
9485.54,-13.03,-6.23,-99.65,12.57,19.71,20.5,-122.25,-219.08,7700.0,-4.91,0.00
9497.56,-13.72,-7.36,-93.45,1.97,19.71,19.99,-42.84,-122.15,7700.0,-11.51,123.52
9509.57,-13.03,-8.21,-70.84,-5.31,19.71,19.81,-15.01,-63.22,7700.0,-16.03,125.96
9521.58,-13.72,-9.04,-68.84,-11.66,0,6.93,-1071.96,-618.02,7700.0,-4.14,0.00
9533.58,-8.88,-9.01,1.98,-10.3,-19.71,-10.39,-1442.81,-1071.65,7700.0,10.61,-123.03
9545.59,-5.42,-8.47,44.91,-4.78,-19.71,-16.45,-504.94,-759.96,7700.0,8.64,-121.97
9557.6,-4.72,-7.91,46.81,0.38,-19.71,-18.57,-176.69,-439.16,7700.0,5.23,-120.12
9569.62,-9.57,-8.16,-20.7,-1.73,-19.71,-19.31,-61.78,-231.6,7700.0,0.31,0.00
9581.64,-9.57,-8.37,-17.58,-3.31,-19.71,-19.57,-21.61,-116.1,7700.0,-2.69,0.00
9593.67,-8.88,-8.45,-6.32,-3.61,0,-6.85,1058.12,529.72,7700.0,-19.61,127.89
9605.68,-8.88,-8.51,-5.37,-3.79,0,-2.4,370.64,442.23,7700.0,-19.33,127.74
9617.72,-4.72,-7.94,47.19,1.31,-19.71,-13.65,-935.11,-315.31,7700.0,1.54,0.00
9629.75,-8.88,-8.08,-11.64,0.01,-19.71,-17.59,-327.39,-321.95,7700.0,2.26,0.00
9641.76,-8.88,-8.2,-9.91,-0.98,-19.71,-18.97,-114.77,-208,7700.0,-0.07,0.00
9653.76,-8.88,-8.3,-8.43,-1.72,-19.71,-19.45,-40.2,-115.71,7700.0,-2.13,0.00
9665.8,-9.57,-8.49,-15.77,-3.13,-19.71,-19.62,-14.03,-59.79,7700.0,-3.89,0.00
9677.83,-9.57,-8.65,-13.41,-4.16,-19.71,-19.68,-4.91,-29.61,7700.0,-5,120.00
9689.84,-13.03,-9.31,-54.64,-9.21,-19.71,-19.7,-1.72,-14.27,7700.0,-7.74,121.48
9701.86,-13.72,-9.97,-55,-13.79,-39.42,-32.52,-1065.95,-592.7,7700.0,5.39,-120.21
9713.9,-13.03,-10.43,-38.1,-16.22,-39.42,-37.01,-372.91,-471.81,7700.0,2.98,0.00
9725.92,-8.88,-10.2,19.39,-12.66,-19.71,-25.77,935.29,302.1,7700.0,-14.42,125.09
9737.94,-4.72,-9.38,68.27,-4.56,-19.71,-21.83,327.25,315.93,7700.0,-12.25,123.91
9749.97,-8.88,-9.3,6.23,-3.48,-39.42,-33.27,-950.39,-380.55,7700.0,5.56,-120.3
9762.01,-8.88,-9.24,5.29,-2.61,-39.42,-37.27,-332.53,-354.14,7700.0,6.59,-120.86
9774.04,-8.88,-9.18,4.5,-1.89,-39.42,-38.67,-116.48,-223.43,7700.0,4.7,0.00
9786.06,-8.88,-9.14,3.83,-1.32,-19.71,-26.35,1024.75,463.07,7700.0,-12.49,124.04
9798.07,-8.88,-9.1,3.26,-0.86,-19.71,-22.03,359.06,405.86,7700.0,-12.44,124.02
9810.1,-8.88,-9.07,2.77,-0.5,-19.71,-20.52,125.49,251.66,7700.0,-9.65,122.51
9822.13,-8.88,-9.04,2.35,-0.22,-39.42,-32.81,-1021.02,-448.31,7700.0,8.16,-121.71
9834.13,-8.88,-9.01,2,0.01,-39.42,-37.11,-358.29,-398.8,7700.0,8.57,-121.93
9846.14,-5.42,-8.47,44.91,4.5,-39.42,-38.61,-125.28,-248.37,7700.0,8.12,-121.69
9858.16,-4.72,-7.91,46.78,8.72,-19.71,-26.33,1022.13,450.4,7700.0,-7.49,121.34
9870.18,-0.57,-6.81,91.64,17.02,0,-9.21,1424.59,986.21,7700.0,-19.31,127.73
9882.2,-0.57,-5.88,77.79,23.09,0,-3.23,497.97,717.68,7700.0,-12.64,124.13
9894.22,-0.57,-5.08,66.16,27.4,-19.71,-13.94,-891.54,-167.39,7700.0,10.63,-123.04
9906.22,3.58,-3.78,108.23,35.48,-19.71,-17.69,-312.56,-247.23,7700.0,17.54,-126.77
9918.25,-0.57,-3.3,40.01,35.94,-19.71,-19.01,-109.14,-171.29,7700.0,17.13,-126.55
9930.25,-1.26,-2.99,25.43,34.89,0,-6.65,1029.43,489.11,7700.0,0.22,0.00
9942.28,2.89,-2.11,73.35,38.73,39.42,23.3,2490.01,1589.6,7700.0,-28.47,132.67
9954.28,-0.57,-1.88,19.24,36.78,59.14,46.59,1941.23,1783,7700.0,-39.7,138.74
9966.31,-4.72,-2.31,-35.46,29.56,59.14,54.75,677.87,1175.18,7700.0,-32.87,135.05
9978.33,-5.42,-2.77,-38.8,22.72,39.42,44.79,-828.54,73.13,7700.0,-10.65,123.05
9990.33,-0.57,-2.44,27.51,23.2,19.71,28.49,-1357.76,-713.86,7700.0,10.53,-122.98
10002.33,-4.72,-2.79,-28.51,18.03,19.71,22.78,-475.37,-582.69,7700.0,7.51,-121.35
