time_in_ms,raw_offset,offset,raw_offset_vel,offset_vel,raw_rot,rot,raw_rot_vel,rot_vel,P_trace,pwm_model,pwm_real
2106.3,-13.03,-37.04,352.09,90.45,-78.85,-68.59,-1583.46,-1414.7,7700.0,35.38,-136.4
2118.33,-13.03,-33.44,299.49,111.35,-98.56,-88.07,-1619.87,-1527.55,7700.0,54.59,-146.78
2130.33,-9.57,-29.86,298.4,130.06,-98.56,-94.89,-568.26,-999.94,7700.0,56.45,-147.78
2142.34,-4.72,-26.09,313.99,148.45,-78.85,-84.46,868.26,27.57,7700.0,43.25,-140.65
2154.35,-9.57,-23.61,206.38,154.24,-59.14,-68,1370.91,766.41,7700.0,28.35,-132.61
2166.37,-13.03,-22.02,132.02,152.02,-39.42,-49.43,1544.79,1194.52,7700.0,15.34,-125.58
2178.41,-0.57,-18.81,267.34,163.55,-19.71,-30.11,1604.63,1420.08,7700.0,12.6,-124.1
2190.43,16.04,-13.58,434.8,190.68,19.71,2.27,2694.32,2120.91,7700.0,3.93,0.00
2202.43,20.19,-8.52,421.96,213.8,59.14,39.23,3079.03,2647.88,7700.0,-4.14,0.00
2214.45,3.58,-6.7,150.98,207.52,98.56,77.8,3209.18,2956.59,7700.0,-21.83,129.09
2226.46,-1.26,-5.89,67.89,193.56,118.27,104.11,2190.25,2535.11,7700.0,-24.95,130.77
2238.5,-8.88,-6.33,-37.28,170.47,137.98,126.13,1829.58,2147.07,7700.0,-31.93,134.54
2250.52,-9.57,-6.82,-40.34,149.39,137.98,133.83,640.79,1318.61,7700.0,-25.2,130.91
2262.52,-0.57,-5.88,78.08,142.26,137.98,136.53,224.8,717.01,7700.0,-15.24,125.53
2274.53,-5.42,-5.81,5.82,128.62,118.27,124.66,-988.73,-221.14,7700.0,2.67,0.00
2286.56,-5.42,-5.75,4.93,116.25,118.27,120.51,-345.13,-289.34,7700.0,1.27,0.00
2298.6,-5.42,-5.7,4.19,105.04,118.27,119.05,-120.84,-196.66,7700.0,-3.79,0.00
2310.62,-4.72,-5.56,12.2,95.76,118.27,118.55,-42.34,-111.78,7700.0,-8.23,121.74
2322.63,-4.72,-5.43,10.38,87.22,118.27,118.37,-14.83,-58.46,7700.0,-11.91,123.73
2334.64,-9.57,-6.05,-51.68,73.33,118.27,118.31,-5.19,-29.16,7700.0,-17.79,126.91
2346.66,-8.88,-6.48,-35.24,62.47,98.56,105.47,-1067.42,-600.2,7700.0,-6.6,120.86
2358.68,-4.72,-6.21,21.85,58.41,78.85,88.17,-1439.69,-1061.92,7700.0,6.8,-120.97
2370.71,-5.42,-6.09,9.93,53.56,59.14,69.3,-1568.8,-1340.7,7700.0,16.57,-126.25
2382.73,7.04,-4.12,163.83,64.59,59.14,62.69,-549.25,-905.41,7700.0,15.79,-125.83
2394.76,-17.87,-6.19,-171.41,40.99,59.14,60.38,-192.12,-513.1,7700.0,-1.56,0.00
2406.76,-13.03,-7.21,-85.53,28.34,59.14,59.57,-67.42,-267.97,7700.0,-11.6,123.56
2418.79,7.73,-4.97,186.42,44.15,59.14,59.29,-23.55,-133.54,7700.0,-6.36,120.74
2430.8,-9.57,-5.66,-57.4,33.99,59.14,59.19,-8.25,-64.63,7700.0,-11.87,123.71
2442.81,-17.87,-7.49,-152.55,15.34,39.42,46.34,-1069.91,-617.53,7700.0,-5.26,120.14
2454.83,-13.03,-8.32,-69.09,6.9,19.71,29.03,-1440.06,-1069.92,7700.0,5.23,-120.12
2466.87,-4.72,-7.78,44.84,10.69,19.71,22.97,-503.34,-758.3,7700.0,2.7,0.00
2478.89,11.88,-4.83,245.34,34.15,19.71,20.85,-176.34,-438.23,7700.0,8.12,-121.69
2490.9,11.88,-2.33,208.88,51.63,39.42,32.92,1005.54,355.84,7700.0,-2.68,0.00
2502.91,11.88,-0.19,177.38,64.2,39.42,37.15,351.6,353.51,7700.0,2.74,0.00
2514.94,8.42,1.1,107.51,68.53,59.14,51.44,1188.58,812.8,7700.0,-7.79,121.51
2526.96,-0.57,0.85,-20.84,59.6,59.14,56.44,415.86,594.48,7700.0,-8.16,121.71
2538.98,-8.88,-0.61,-121.43,41.49,39.42,45.38,-920.92,-238.99,7700.0,4.14,0.00
2551.,-15.8,-2.89,-189.5,18.39,39.42,41.51,-322.1,-284.7,7700.0,-4.07,0.00
2563.04,-21.33,-5.66,-229.78,-6.42,39.42,40.15,-112.55,-190.02,7700.0,-16.98,126.47
2575.04,-21.33,-8.01,-195.96,-25.38,39.42,39.68,-39.52,-107.25,7700.0,-27.5,132.15
2587.07,-17.87,-9.49,-122.99,-35.14,19.71,26.7,-1078.68,-641.54,7700.0,-17.88,126.95
2599.1,-21.33,-11.26,-147.63,-46.39,19.71,22.16,-377.42,-496.27,7700.0,-25.21,130.91
2611.12,-17.18,-12.15,-73.84,-49.13,19.71,20.57,-132.27,-296.07,7700.0,-30.68,133.87
2623.13,-8.88,-11.66,40.9,-40.13,0,7.2,-1113.34,-745.57,7700.0,-14.13,124.93
2635.16,-4.72,-10.62,86.49,-27.47,-19.71,-10.29,-1454.27,-1135.36,7700.0,4.31,0.00
2647.17,-8.88,-10.36,21.77,-22.54,-39.42,-29.23,-1576.84,-1378.17,7700.0,16.77,-126.36
2659.18,-8.88,-10.14,18.5,-18.44,-39.42,-35.86,-551.54,-923.53,7700.0,11.28,-123.39
2671.22,-9.57,-10.05,7.07,-15.89,-39.42,-38.17,-192.71,-521.58,7700.0,4.88,0.00
2683.25,-9.57,-9.98,6.01,-13.7,-19.71,-26.17,997.41,313.87,7700.0,-14.62,125.2
2695.27,-9.57,-9.92,5.12,-11.82,-19.71,-21.97,349.44,333.43,7700.0,-15.58,125.71
2707.28,-13.03,-10.38,-38.87,-14.52,-39.42,-33.32,-944.61,-369.49,7700.0,0.44,0.00
2719.3,-13.03,-10.78,-32.99,-16.37,-59.14,-50.1,-1395.75,-933.93,7700.0,15.69,-125.77
2731.32,-8.88,-10.5,23.77,-12.36,-59.14,-55.97,-488.85,-689.14,7700.0,14.22,-124.98
2743.35,-8.88,-10.25,20.17,-9.1,-59.14,-58.03,-170.87,-404.09,7700.0,10.49,-122.97
2755.37,-8.88,-10.05,17.17,-6.48,-39.42,-45.94,1006.42,371.69,7700.0,-7.54,121.37
2767.38,-13.72,-10.6,-45.89,-10.42,-39.42,-41.7,352.37,361.06,7700.0,-10.55,123
2779.38,-13.72,-11.07,-39.04,-13.28,-39.42,-40.22,123.45,230.38,7700.0,-9.87,122.63
2791.42,-17.18,-11.98,-76.18,-19.57,-39.42,-39.7,43.06,127.35,7700.0,-11.11,123.3
2803.45,-13.72,-12.24,-21.66,-19.78,-59.14,-52.33,-1049.8,-520.08,7700.0,5.25,-120.13
2815.46,-8.88,-11.74,42.06,-13.6,-59.14,-56.76,-368.16,-436.53,7700.0,7.54,-121.37
2827.49,-4.72,-10.69,87.44,-3.49,-39.42,-45.49,936.3,318.53,7700.0,-6.38,120.74
2839.52,-1.26,-9.27,117.5,8.61,-39.42,-41.55,327.81,323.63,7700.0,-2.02,0.00
2851.54,-1.26,-8.07,99.97,17.74,-19.71,-27.35,1181.15,795.27,7700.0,-11.29,123.4
2863.54,-4.72,-7.57,41.84,20.15,-19.71,-22.39,413.95,585.54,7700.0,-7.2,121.19
2875.56,-4.72,-7.14,35.48,21.69,-39.42,-33.46,-920.7,-242.89,7700.0,13.69,-124.7
2887.59,3.58,-5.54,133.72,32.89,-39.42,-37.34,-322.25,-286.54,7700.0,21.31,-128.81
2899.63,3.58,-4.17,113.58,40.96,-19.71,-25.88,951.8,394.55,7700.0,8.51,-121.9
2911.66,3.58,-3.01,96.61,46.52,-19.71,-21.87,333.36,360.9,7700.0,11.18,-123.34
2923.69,3.58,-2.02,82.09,50.08,19.71,5.16,2246.41,1397.93,7700.0,-15.34,125.58
2935.72,-0.57,-1.8,18.01,46.87,39.42,27.43,1850.54,1646.87,7700.0,-27.81,132.32
2947.75,-1.26,-1.72,6.69,42.86,39.42,35.23,648.11,1097.55,7700.0,-20.39,128.31
2959.76,-1.26,-1.65,5.69,39.14,39.42,37.95,227.14,618.83,7700.0,-12.78,124.2
2971.77,-0.57,-1.49,13.48,36.57,19.71,26.1,-987.48,-264.64,7700.0,7.79,-121.51
2983.78,-0.57,-1.35,11.46,34.06,19.71,21.95,-345.51,-309.12,7700.0,9.26,-122.3
2995.81,2.89,-0.72,52.88,35.94,39.42,33.31,944.48,380.36,7700.0,-6.58,120.85
3007.81,2.89,-0.18,45.05,36.85,59.14,50.1,1399.06,940.64,7700.0,-21.89,129.12
3019.83,-4.03,-0.75,-48.14,28.35,59.14,55.97,489.03,692.26,7700.0,-22.16,129.27
3031.86,-0.57,-0.73,2.27,25.75,59.14,58.03,170.93,405.53,7700.0,-17.87,126.95
3043.88,-4.72,-1.33,-49.87,18.18,19.71,33.12,-2071.34,-956.75,7700.0,13.65,-124.67
3055.91,-13.03,-3.08,-145.93,1.77,19.71,24.41,-724.73,-829.14,7700.0,6.24,-120.67
3067.91,-17.87,-5.3,-184.88,-16.89,19.71,21.35,-254.24,-512.95,7700.0,-7.92,121.58
3079.92,-13.03,-6.46,-96.54,-24.86,39.42,33.1,978.1,307.13,7700.0,-31.83,134.49
3091.94,-8.88,-6.82,-30.15,-25.39,39.42,37.21,341.88,326.24,7700.0,-34.05,135.69
3103.95,-13.72,-7.86,-86.2,-31.47,19.71,25.84,-947.51,-374.32,7700.0,-19.84,128.01
3115.95,-13.72,-8.74,-73.27,-35.65,0,9.04,-1399.02,-937.9,7700.0,-5.94,120.51
3127.95,-8.88,-8.76,-1.75,-32.26,-19.71,-9.65,-1557.53,-1278.7,7700.0,7.58,-121.39
3139.97,-0.57,-7.53,102.18,-18.81,-39.42,-29,-1610.72,-1461.31,7700.0,22.91,-129.67
3151.98,-1.26,-6.59,78.21,-9.11,-19.71,-22.96,502.56,-381.18,7700.0,3.79,0.00
3164.01,-0.57,-5.69,75.07,-0.69,-19.71,-20.85,175.78,-74.85,7700.0,0.87,0.00
3176.01,-4.72,-5.54,12.04,0.58,-19.71,-20.11,61.64,0.22,7700.0,-0.27,0.00
3188.02,-9.57,-6.15,-50.29,-4.51,-39.42,-32.66,-1045.46,-574.9,7700.0,12.62,-124.11
3200.02,-8.88,-6.56,-34.12,-7.47,-39.42,-37.06,-366.15,-460.09,7700.0,10.18,-122.8
3212.02,-5.42,-6.39,14.24,-5.3,-39.42,-38.6,-128.07,-277.48,7700.0,7.91,-121.57
3224.05,-4.72,-6.14,20.72,-2.7,-39.42,-39.13,-44.76,-149.49,7700.0,6.66,-120.9
3236.08,-5.42,-6.03,8.97,-1.53,-19.71,-26.51,1049.23,509.81,7700.0,-9.8,122.59
3248.1,-4.72,-5.83,16.27,0.25,0,-9.28,1434.02,1018.13,7700.0,-24.32,130.43
3260.11,-4.72,-5.67,13.84,1.61,0,-3.25,502.08,734.3,7700.0,-19.81,128
3272.14,-4.72,-5.53,11.74,2.62,0,-1.14,175.43,426.92,7700.0,-13.8,124.75
3284.14,-4.72,-5.41,10.01,3.36,-19.71,-13.21,-1006.16,-361.27,7700.0,5.97,-120.53
3296.15,-5.42,-5.41,-0.14,3.01,-19.71,-17.44,-351.92,-356.13,7700.0,7.02,-121.09
3308.18,-8.88,-5.93,-43.24,-1.61,0,-6.1,941.66,357.66,7700.0,-12.79,124.21
3320.18,-22.02,-8.34,-201.21,-21.57,0,-2.14,330.56,342.76,7700.0,-23.09,129.77
3332.2,-17.87,-9.77,-118.93,-31.31,0,-0.75,115.5,217.77,7700.0,-25.9,131.28
3344.21,-21.33,-11.51,-144.42,-42.62,-19.71,-13.07,-1026.56,-466.61,7700.0,-14.27,125.01
3356.24,-22.02,-13.08,-131.18,-51.48,-39.42,-30.2,-1423.91,-993.13,7700.0,-3.37,0.00
3368.25,-21.33,-14.32,-103.05,-56.63,-59.14,-49.01,-1566.27,-1308.35,7700.0,5.42,-120.23
3380.26,-22.02,-15.48,-96.17,-60.59,-59.14,-55.59,-547.81,-890.06,7700.0,-3.62,0.00
3392.3,-21.33,-16.36,-72.98,-61.83,-59.14,-57.9,-191.42,-505.81,7700.0,-12.05,123.81
3404.32,-17.87,-16.58,-18.93,-57.54,-59.14,-58.7,-67.06,-264.5,7700.0,-15.49,125.66
3416.35,-4.72,-14.8,147.88,-37,-59.14,-58.98,-23.46,-131.93,7700.0,-9.2,122.27
3428.36,3.58,-12.05,229.71,-10.33,-78.85,-71.9,-1075.59,-650.94,7700.0,17.09,-126.53
3440.36,3.58,-9.7,195.19,10.23,-98.56,-89.23,-1443.36,-1086.77,7700.0,40.53,-139.18
3452.4,-5.42,-9.06,53.43,14.55,-98.56,-95.29,-504.16,-766.34,7700.0,38.12,-137.88
3464.42,-5.42,-8.51,45.46,17.64,-78.85,-84.6,889.31,144.27,7700.0,18.36,-127.21
3476.43,17.42,-4.62,323.84,48.26,-59.14,-68.05,1378.16,822.91,7700.0,14.47,-125.12
3488.46,20.19,-0.9,309.41,74.37,-19.71,-36.63,2612.2,1807.02,7700.0,-1.66,0.00
3500.47,31.95,4.03,410.24,107.96,0,-12.82,1982.11,1903.32,7700.0,6.12,-120.6
3512.49,36.8,8.94,408.94,138.06,19.71,8.33,1759.26,1824.09,7700.0,17.04,-126.5
3524.5,49.25,14.99,503.37,174.59,59.14,41.35,2749.47,2333.05,7700.0,16.08,-125.99
3536.5,40.95,18.88,324.49,189.58,98.56,78.54,3098.72,2754.17,7700.0,6.01,-120.54
3548.53,65.86,25.93,585.65,229.19,137.98,117.18,3211.45,3005.67,7700.0,10.7,-123.08
3560.54,57.56,30.67,395.07,245.78,197.12,169.14,4327.33,3732.58,7700.0,-8.4,121.84
3572.57,82.47,38.44,645.94,285.79,256.26,225.76,4707.87,4268.99,7700.0,-13.82,124.76
3584.6,69.32,43.07,384.8,295.69,275.97,258.4,2711.09,3412.14,7700.0,2.21,0
3596.63,86.62,49.6,543.24,320.45,315.39,295.44,3081.07,3230.05,7700.0,10.55,-123
3608.63,86.62,55.16,462.53,334.66,335.1,321.22,2147.56,2634.68,7700.0,25.91,-131.29
3620.64,98.38,61.64,539.77,355.17,374.53,355.87,2884.41,2772.03,7700.0,27.12,-131.95
3632.68,111.53,69.12,621.77,381.83,433.66,406.44,4201.21,3558.08,7700.0,13.79,-124.74
3644.68,115.68,76.11,581.79,401.82,492.8,462.57,4676.49,4173.2,7700.0,-0.59,0.00
3656.72,119.84,82.67,544.77,416.12,551.93,520.66,4824.45,4531.39,7700.0,-12.78,124.2
3668.75,119.84,88.24,463.51,420.86,591.36,566.61,3820.65,4140.48,7700.0,-10.67,123.06
3680.78,148.9,97.34,756.19,454.39,630.78,608.32,3466.58,3769.83,7700.0,5.94,-120.51
3692.8,132.29,102.58,436.45,452.6,650.49,635.73,2282.04,2951.54,7700.0,19.63,-127.9
3704.82,140.6,108.29,474.35,454.77,689.92,670.95,2930.05,2939.72,7700.0,16.69,-126.31
3716.85,144.75,113.75,454.41,454.74,729.34,708.91,3153.21,3057.14,7700.0,9.34,-122.34
3728.87,153.05,119.65,490.4,458.3,788.48,760.63,4303.01,3742.37,7700.0,-11.81,123.68
3740.91,165.51,126.53,571.33,469.6,847.61,817.17,4696.12,4266.93,7700.0,-27.48,132.14
3752.94,177.96,134.24,641.65,486.81,867.33,849.77,2711.38,3411.38,7700.0,-5.45,120.24
3764.95,177.96,140.8,545.77,492.7,887.04,873.99,2015.92,2643.88,7700.0,12.25,-123.92
3776.96,177.96,146.38,464.22,489.86,906.75,895.28,1773.08,2164.94,7700.0,21.03,-128.65
3788.97,185.58,152.26,489.67,489.84,946.17,928.36,2754.62,2489.26,7700.0,11.49,-123.51
3801.,185.58,157.25,415.39,482.39,985.6,965.56,3091.96,2820.75,7700.0,-2.91,0.00
3813.04,186.27,161.61,361.59,470.31,1025.02,1004.21,3210.94,3035.35,7700.0,-17.69,126.85
3825.07,186.27,165.3,307.45,454.03,1064.44,1043.36,3253.96,3155.59,7700.0,-32.89,135.06
3837.1,186.27,168.45,261.33,434.76,1064.44,1057.07,1138.89,2046.4,7700.0,-17.49,126.75
3849.1,186.27,171.12,222.65,413.55,1084.16,1074.67,1466.9,1727.68,7700.0,-20.27,128.25
3861.12,186.27,173.39,189.13,391.1,1084.16,1080.84,513.08,1059.65,7700.0,-13.51,124.6
3873.14,186.27,175.32,160.65,368.06,1084.16,1083,179.46,575.54,7700.0,-9.82,122.6
3885.16,186.27,176.97,136.51,344.9,1064.44,1070.94,-1002.82,-292.55,7700.0,5.44,-120.24
3897.2,186.27,178.36,115.92,322.01,1064.44,1066.72,-350.63,-324.5,7700.0,1.42,0.00
3909.23,186.27,179.55,98.53,299.66,1084.16,1078.05,941.83,371.98,7700.0,-21.9,129.13
3921.24,218.79,185.43,490.23,318.71,1084.16,1082.02,330.41,349.12,7700.0,-9.46,122.41
3933.24,218.79,190.44,416.83,328.53,1084.16,1083.41,115.67,220.72,7700.0,1.79,0.00
3945.26,218.79,194.69,353.94,331.07,1064.44,1071.08,-1025.83,-464.88,7700.0,25.01,-130.81
3957.27,218.79,198.31,301.07,328.07,1064.44,1066.77,-359.3,-406.81,7700.0,28.39,-132.63
3969.27,218.79,201.38,256.06,320.87,1064.44,1065.26,-125.83,-252.27,7700.0,26.97,-131.86
3981.28,207.03,202.23,70.54,295.83,1064.44,1064.73,-43.99,-137.72,7700.0,17.56,-126.79
3993.32,207.03,202.95,59.84,272.24,1084.16,1077.36,1049.19,515.08,7700.0,-6.22,120.66
4005.32,207.03,203.56,50.98,250.11,1103.87,1094.59,1435.08,1021.08,7700.0,-28.1,132.47
4017.34,189.73,201.48,-172.6,207.84,1103.87,1100.62,501.78,735.46,7700.0,-40.57,139.21
4029.36,189.73,199.72,-146.76,172.38,1103.87,1102.73,175.68,427.58,7700.0,-48.81,143.66
4041.39,189.73,198.22,-124.58,142.68,1084.16,1090.66,-1003.48,-359.5,7700.0,-41,139.44
4053.4,189.73,196.95,-106.07,117.81,1064.44,1073.62,-1418.47,-941.94,7700.0,-33.94,135.63
4065.42,189.73,195.86,-90.16,97.01,1044.73,1054.84,-1563.13,-1283.59,7700.0,-29.61,133.29
4077.43,189.73,194.94,-76.63,79.65,1025.02,1035.46,-1613.76,-1465.18,7700.0,-26.97,131.86
4089.43,189.73,194.16,-65.2,65.16,985.6,1003.05,-2700.82,-2144.78,7700.0,-9.35,122.35
4101.46,173.12,191,-262.33,32.41,965.88,978.89,-2007.74,-2069.41,7700.0,-18.11,127.08
4113.48,168.97,187.7,-275.1,1.66,926.46,944.81,-2836.17,-2491.13,7700.0,-13.46,124.57
4125.5,164.82,184.27,-285.57,-27.06,887.04,907.26,-3124.23,-2839.33,7700.0,-8.73,122.01
4137.52,152.36,179.48,-398.17,-64.17,827.9,855.68,-4291.31,-3637.92,7700.0,4.87,0.00
4149.52,140.6,173.65,-485.73,-106.33,788.48,812,-3637.45,-3637.66,7700.0,-2.77,0.00
4161.53,123.99,166.2,-620.55,-157.75,749.05,771.08,-3408.33,-3511.53,7700.0,-18.7,127.4
4173.53,119.14,159.14,-588.19,-200.8,709.63,731.14,-3328.74,-3410.99,7700.0,-31.19,134.14
4185.54,132.29,155.11,-335.4,-214.26,650.49,678.72,-4365.45,-3935.95,7700.0,-14.12,124.92
4197.54,111.53,148.58,-544.77,-247.31,611.07,634.75,-3664.32,-3786.55,7700.0,-22.47,129.43
4209.54,94.92,140.53,-670.65,-289.64,551.93,580.92,-4485.68,-4171.07,7700.0,-22.02,129.19
4221.57,103.23,134.93,-464.87,-307.16,492.8,523.64,-4758.97,-4494.42,7700.0,-10.7,123.08
4233.59,82.47,127.06,-654.72,-341.92,433.66,465.15,-4865.65,-4698.6,7700.0,-9.74,122.56
4245.61,74.86,119.23,-651.5,-372.88,374.53,406.25,-4900.81,-4809.81,7700.0,-9.23,122.28
4257.63,78.32,113.09,-510.6,-386.65,315.39,347.19,-4913.12,-4866.63,7700.0,-2.1,0.00
4269.65,61.71,105.39,-641.49,-412.13,236.54,275.27,-5985.5,-5482.01,7700.0,14.36,-125.05
4281.65,75.55,100.91,-372.87,-408.21,197.12,224.47,-4231.77,-4794.38,7700.0,11.9,-123.73
4293.69,45.79,92.64,-686.94,-436.08,137.98,168.25,-4670.84,-4726.43,7700.0,8.54,-121.91
4305.69,46.48,85.72,-576.99,-450.17,118.27,135.77,-2707.39,-3615.96,7700.0,-16.68,126.31
4317.72,48.56,80.14,-463.26,-451.48,98.56,111.58,-2009.96,-2732.66,7700.0,-34.04,135.68
4329.74,40.95,74.26,-489.3,-455.26,59.14,77.49,-2836.97,-2790.03,7700.0,-30.79,133.93
4341.74,27.8,67.29,-580.63,-467.8,19.71,39.93,-3128.73,-2976.32,7700.0,-28.09,132.47
4353.76,16.04,59.61,-639.47,-484.97,-39.42,-11.65,-4290.05,-3698.87,7700.0,-12.83,124.23
4365.78,28.49,54.94,-388.3,-475.3,-78.85,-55.33,-3634.02,-3663.2,7700.0,-2.71,0.00
4377.81,12.58,48.58,-528.3,-480.6,-137.98,-109.05,-4466.68,-4105.11,7700.0,13.06,-124.35
4389.83,-0.57,41.21,-613.66,-493.91,-157.7,-140.67,-2631.27,-3294.5,7700.0,-6.68,120.91
4401.83,-4.72,34.32,-574.19,-501.93,-177.41,-164.55,-1989.88,-2576.96,7700.0,-24.58,130.57
4413.85,7.73,30.33,-331.81,-484.92,-216.83,-198.53,-2827.18,-2714.58,7700.0,-10.68,123.07
4425.85,-13.03,23.83,-542.01,-490.63,-256.26,-236.05,-3126.61,-2941.2,7700.0,-4.39,0.00
4437.87,-21.33,17.05,-563.56,-497.92,-295.68,-274.81,-3224.38,-3096.95,7700.0,0.002,0.00
4449.89,-22.02,11.19,-487.51,-496.88,-335.1,-314,-3259.39,-3186.29,7700.0,7.05,-121.11
4461.93,-22.02,6.21,-413.84,-488.58,-354.81,-340.53,-2203.51,-2645.76,7700.0,1.11,0.00
4473.96,-22.02,1.97,-351.98,-474.92,-374.53,-362.63,-1836.53,-2200.68,7700.0,-1.61,0.00
4485.97,-33.79,-3.39,-516.75,-472.1,-394.24,-383.17,-1711.16,-1931.44,7700.0,-6.18,120.64
4498.01,-37.94,-8.57,-430.58,-467.95,-394.24,-390.37,-597.48,-1197.76,7700.0,-23.39,129.93
4510.01,-38.63,-13.08,-375.63,-458.72,-413.95,-405.7,-1277.07,-1241.38,7700.0,-20.15,128.18
4522.04,-46.24,-18.06,-413.58,-454.2,-453.37,-436.69,-2576.62,-1975.76,7700.0,-0.49,0.00
4534.05,-51.09,-23.01,-412.63,-450.05,-473.09,-460.35,-1970.29,-1972.75,7700.0,2.12,0.00
4546.06,-55.24,-27.85,-402.61,-445.3,-473.09,-468.63,-689.63,-1267.03,7700.0,-13.6,124.64
4558.07,-67,-33.72,-488.98,-449.67,-492.8,-484.34,-1307.9,-1289.51,7700.0,-16.75,126.35
4570.11,-76,-40.06,-526.78,-457.38,-512.51,-502.65,-1520.94,-1416.8,7700.0,-18.68,127.39
4582.11,-67,-44.1,-336.68,-445.31,-532.22,-521.87,-1601.3,-1518.27,7700.0,-11.63,123.58
4594.14,-79.46,-49.41,-440.93,-444.87,-571.65,-554.23,-2689.77,-2162.59,7700.0,4.91,0.00
4606.15,-87.76,-55.16,-479,-448.29,-591.36,-578.36,-2009.35,-2078.31,7700.0,2.6,0.00
4618.17,-71.16,-57.56,-199.62,-423.42,-611.07,-599.62,-1768.75,-1908.05,7700.0,10.97,-123.23
4630.18,-91.92,-62.71,-429.32,-424.01,-611.07,-607.06,-619.9,-1199.57,7700.0,-7.19,121.18
4642.19,-75.31,-64.6,-157.23,-397.33,-611.07,-609.67,-216.74,-659.01,7700.0,-10.62,123.04
4654.22,-92.61,-68.8,-349.27,-392.53,-630.78,-623.39,-1141.05,-924.13,7700.0,-4.53,0.00
4666.23,-71.16,-69.16,-29.38,-356.21,-650.49,-641.01,-1466.56,-1222.47,7700.0,18.29,-127.18
4678.26,-96.07,-73.19,-335.73,-354.16,-650.49,-647.17,-512.78,-832.14,7700.0,8.28,-121.77
4690.28,-87.76,-75.38,-181.84,-336.93,-650.49,-649.33,-179.53,-473.21,7700.0,4.88,0.00
4702.3,-75.31,-75.37,0.88,-303.15,-630.78,-637.27,1002.79,338.59,7700.0,-3.81,0.00
4714.32,-92.61,-77.95,-215.14,-294.35,-611.07,-620.24,1417.03,931.73,7700.0,-20.9,128.59
4726.34,-96.22,-81.29,-277.77,-292.69,-611.07,-614.28,495.8,691.97,7700.0,-21.26,128.78
4738.35,-87.76,-82.27,-80.83,-271.5,-611.07,-612.19,173.76,406.96,7700.0,-10.33,122.88
4750.36,-67,-79.98,190.68,-225.29,-630.78,-624.28,-1006.5,-370.45,7700.0,26.78,-131.76
4762.39,-67,-78.03,161.72,-186.59,-630.78,-628.5,-351.48,-360.01,7700.0,42.88,-140.46
4774.41,-67,-76.38,137.55,-154.17,-611.07,-617.17,942.51,356.37,7700.0,37.79,-137.7
4786.44,-62.85,-74.35,168.64,-121.89,-591.36,-600.39,1394.93,927.58,7700.0,34.35,-135.85
4798.44,-87.7,-73.35,83.11,-101.39,-551.93,-568.89,2624,1860.61,7700.0,14.18,-124.96
4810.46,-62.85,-71.78,131.05,-78.15,-512.51,-532.24,3050.14,2514.85,7700.0,-0.39,0.00
4822.49,-62.85,-70.44,111.24,-59.21,-473.09,-493.79,3195.88,2889.42,7700.0,-11.6,123.56
4834.51,-70.46,-70.44,-0.34,-53.32,-453.37,-467.52,2186.39,2502.75,7700.0,-9.81,122.6
4846.52,-91.92,-73.66,-268.27,-74.82,-433.66,-445.51,1832.8,2134.28,7700.0,-19.91,128.05
4858.55,-96.07,-77.02,-279.23,-95.26,-433.66,-437.81,639.96,1312.4,7700.0,-16.46,126.19
4870.56,-80.15,-77.49,-39.08,-89.64,-433.66,-435.11,224.44,714.02,7700.0,-3.99,0.00
4882.6,-71.16,-76.54,78.97,-72.78,-433.66,-434.17,78.4,364.43,7700.0,9.39,-122.37
4894.63,-75.31,-76.36,15.38,-63.96,-433.66,-433.84,27.45,179.09,7700.0,16.12,-126.01
4906.66,-79.46,-76.82,-38.69,-61.44,-433.66,-433.72,9.61,85.87,7700.0,18.24,-127.15
4918.69,-88.46,-78.57,-145.13,-69.81,-413.95,-420.87,1068.93,626.55,7700.0,-1.23,0.00
4930.71,-96.07,-81.19,-218.32,-84.66,-394.24,-403.56,1439.75,1073.81,7700.0,-23.34,129.9
4942.75,-96.76,-83.53,-194.02,-95.59,-394.24,-397.5,503.43,760.1,7700.0,-25.23,130.92
4954.76,-79.46,-82.92,50.81,-80.95,-413.95,-408.19,-890.37,-147.66,7700.0,1.68,0.00
4966.77,-83.61,-83.02,-8.67,-73.73,-433.66,-424.75,-1377.77,-824.22,7700.0,22.44,-129.42
4978.77,-91.92,-84.36,-111.18,-77.47,-433.66,-430.54,-482.85,-636.47,7700.0,17.63,-126.82
4990.77,-84.3,-84.35,0.65,-69.66,-413.95,-419.76,898.72,207.89,7700.0,0.009,0.00
5002.79,-75.31,-82.99,112.85,-51.41,-394.24,-403.17,1380.47,852.81,7700.0,-10.17,122.79
5014.8,-79.46,-82.46,44.09,-41.86,-374.53,-384.55,1549.49,1235.98,7700.0,-19.65,127.91
5026.84,-91.92,-83.88,-117.78,-49.45,-374.53,-378.04,541.22,853.86,7700.0,-18.13,127.09
