time_in_ms,ref_offset,raw_offset,offset,offset_vel,raw_rotation,rotation,rotation_vel,pwm_model,pwm_real
8888.47,100.0,124.68,122.33,36.3,118.27,122.78,-1338.03,19.53,-127.85
8901.74,100.0,119.14,121.47,23.21,98.56,101.21,-1172.05,16.59,-126.26
8914.95,100.0,127.45,123.85,43.4,98.56,93.29,-699.77,21.23,-128.76
8928.06,100.0,123.3,124.01,39.39,118.27,104.26,223.22,3.15,0.0
8940.99,100.0,123.99,124.32,37.5,118.27,113.71,469.37,-3.44,0.0
8953.96,100.0,135.75,128.81,76.48,137.98,130.52,750.14,6.87,-121.01
8967.12,100.0,132.29,130.72,85.31,157.7,150.59,1162.61,0.54,0.0
8980.16,100.0,139.9,134.78,114.08,177.41,172.63,1381.45,6.1,-120.59
8993.44,100.0,140.6,137.86,129.41,197.12,194.59,1581.46,5.9,-120.48
9006.72,100.0,133.68,137.43,108.36,216.83,216.33,1689.36,-9.88,122.64
9019.99,100.0,131.6,136.21,82.47,236.54,237.45,1506.19,-23.62,130.05
9033.25,100.0,127.45,133.7,47.35,256.26,256.73,1142.55,-38.79,138.25
9046.49,100.0,123.99,130.55,10.49,256.26,262.66,298.31,-44.55,141.36
9059.7,100.0,123.99,128.24,-13.4,236.54,248.88,-889.46,-34.47,135.91
9072.91,100.0,128.14,128.09,-13.14,236.54,236.78,-1397.83,-23.82,130.16
9086.2,100.0,135.75,130.78,14.77,216.83,217.39,-1768.8,-0.36,0.0
9099.28,100.0,140.6,134.49,49.06,177.41,184.32,-2079.37,28.87,-132.89
9112.55,100.0,128.14,132.58,24.12,157.7,157.3,-1643.09,17.78,-126.9
9125.8,100.0,123.99,129.65,-7.64,157.7,148.6,-983.84,-4.7,0.0
9138.7,100.0,119.14,125.75,-44.71,157.7,148.75,-655.28,-27.22,132.0
9151.89,100.0,119.84,123.21,-63.67,157.7,150.48,-729.18,-35.9,136.69
9165.1,100.0,123.99,122.96,-57.92,157.7,150.78,-942.6,-30.65,133.85
9178.34,100.0,128.14,124.37,-36.74,137.98,138.12,-1391.89,-11.29,123.4
9191.62,100.0,128.14,125.43,-21.56,118.27,118.83,-1580.44,3.18,0.0
9204.66,100.0,127.45,125.99,-13.39,98.56,98.42,-1528.96,11.17,-123.33
9217.83,100.0,119.84,123.63,-34.69,78.85,78.62,-1358.01,3.38,0.0
9230.71,100.0,116.38,120.7,-58.96,78.85,71.58,-989.34,-12.15,123.86
9243.76,100.0,107.38,115.34,-103.67,78.85,70.56,-796.97,-36.41,136.96
9256.9,100.0,115.68,114.6,-97.61,59.14,59.53,-1337.48,-23.64,130.07
9270.04,100.0,111.53,112.67,-103.99,39.42,40.46,-1722.91,-17.0,126.48
9283.24,100.0,119.14,114.16,-76.02,19.71,18.9,-1932.18,3.76,0.0
9296.14,100.0,119.14,115.36,-54.78,0.0,-2.48,-1769.66,16.0,-125.94
9309.14,100.0,119.14,116.29,-38.75,-19.71,-22.08,-1437.81,22.99,-129.71
9322.3,100.0,119.14,117.01,-26.76,-19.71,-28.45,-721.19,19.13,-127.63
9335.44,100.0,119.14,117.56,-17.9,0.0,-15.56,240.79,5.41,-120.22
9348.38,100.0,114.99,116.48,-26.24,0.0,-5.11,542.9,-5.83,120.45
9361.25,100.0,110.84,114.2,-45.13,19.71,12.39,783.95,-22.97,129.7
9374.31,100.0,110.84,112.6,-55.02,39.42,32.53,760.27,-32.72,134.97
9387.38,100.0,110.84,111.5,-58.73,19.71,29.05,-119.59,-20.91,128.59
9400.45,100.0,111.53,111.02,-55.89,0.0,11.28,-916.37,-3.71,0.0
9413.18,100.0,115.68,112.27,-36.76,-19.71,-11.78,-1318.13,16.61,-126.27
9426.32,100.0,115.68,113.21,-22.89,-19.71,-23.56,-909.55,19.63,-127.9
9439.49,100.0,127.45,118.22,28.9,-39.42,-37.83,-697.37,44.23,-141.19
9452.58,100.0,115.68,117.53,18.52,-39.42,-42.52,72.55,29.22,-133.08
9465.64,100.0,114.99,116.76,8.59,-19.71,-28.68,885.72,9.05,-122.19
9478.64,100.0,119.14,117.7,16.69,0.0,-7.05,1325.47,0.95,0.0
9491.36,100.0,119.84,118.61,23.54,19.71,15.65,1517.89,-4.23,0.0
9504.25,100.0,119.84,119.25,26.81,39.42,37.7,1534.34,-8.24,121.75
9517.31,100.0,110.84,116.4,-4.42,59.14,58.56,1442.18,-26.56,131.64
9530.36,100.0,114.99,115.85,-9.24,59.14,66.63,732.38,-20.24,128.23
9543.41,100.0,119.14,116.98,2.92,39.42,54.51,-222.38,2.76,0.0
9556.19,100.0,124.68,119.81,30.23,39.42,44.45,-405.64,20.94,-128.6
9569.26,100.0,132.29,124.62,73.28,39.42,39.31,-101.25,38.24,-137.95
9582.4,100.0,136.44,129.55,111.98,59.14,50.45,831.45,40.39,-139.11
9595.56,100.0,123.99,128.45,86.91,78.85,71.69,1728.78,10.83,-123.15
9608.69,100.0,123.99,127.55,66.92,118.27,108.47,2317.02,-15.82,125.84
9621.95,100.0,127.45,128.07,63.41,137.98,138.47,2066.07,-20.59,128.42
9635.18,100.0,114.99,123.83,13.81,157.7,161.02,1621.21,-42.37,140.18
9648.41,100.0,121.22,122.99,3.86,157.7,167.86,559.29,-32.72,134.97
9661.56,100.0,127.45,124.65,19.55,157.7,164.89,-228.68,-12.71,124.17
9674.78,100.0,136.44,129.12,60.65,157.7,159.41,-487.93,12.11,-123.84
9688.0,100.0,131.6,130.54,66.62,157.7,155.75,-226.79,12.49,-124.04
9701.2,100.0,123.3,128.45,37.69,177.41,167.29,400.07,-12.83,124.23
9714.41,100.0,123.99,127.14,20.01,197.12,187.05,659.52,-29.65,133.31
9727.6,100.0,123.99,126.15,7.86,216.83,208.18,614.0,-39.81,138.79
9740.73,100.0,128.14,126.94,14.56,216.83,216.59,52.98,-30.26,133.64
9753.89,100.0,128.14,127.5,18.14,197.12,205.4,-747.75,-13.63,124.66
9767.12,100.0,123.3,126.12,2.29,157.7,173.21,-1629.86,0.35,0.0
9780.09,100.0,123.99,125.36,-5.41,137.98,143.76,-1880.22,7.85,-121.54
9793.24,100.0,123.99,124.81,-10.04,118.27,118.59,-1781.55,10.43,-122.93
9806.5,100.0,128.14,125.94,2.29,118.27,108.71,-1208.15,10.02,-122.71
9819.72,100.0,128.14,126.76,10.0,118.27,107.79,-600.66,4.8,0.0
9832.67,100.0,131.6,128.61,26.77,118.27,110.78,-201.9,6.07,-120.58
9845.82,100.0,131.6,129.93,36.16,118.27,114.11,69.2,5.85,-120.46
9858.95,100.0,135.75,132.36,55.22,137.98,128.56,569.29,4.06,0.0
9871.91,100.0,139.9,135.57,79.56,137.98,137.14,663.88,12.48,-124.04
9885.13,100.0,141.29,138.32,96.2,157.7,152.86,1057.6,11.23,-123.36
9898.41,100.0,135.75,138.19,82.49,157.7,161.47,1053.69,3.56,0.0
9911.44,100.0,132.29,136.72,57.62,177.41,176.5,1144.3,-12.54,124.07
9924.71,100.0,136.44,137.1,53.91,197.12,194.89,1060.63,-17.1,126.53
9937.99,100.0,133.68,136.31,39.13,197.12,201.99,597.53,-18.39,127.23
9951.2,100.0,127.45,133.4,5.72,177.41,190.73,-256.46,-18.17,127.11
9964.38,100.0,128.14,131.53,-13.29,157.7,169.87,-1055.6,-9.88,122.63
9977.64,100.0,141.98,135.23,24.59,137.98,145.32,-1522.86,21.01,-128.64
9990.95,100.0,144.75,138.91,57.32,118.27,121.06,-1340.14,40.01,-138.9
10004.2,100.0,128.83,135.71,18.69,118.27,112.13,-489.15,11.78,-123.66
